['Time', '0: 2008-09-05', '1: 2009-01-14', '2: 2009-03-19', '3: 2012-03-06', '4: 2012-11-14', '5: 2012-12-12', '6: 2013-12-12', '7: 2014-03-24', '8: 2015-05-27', '9: 2016-05-26', '10: 2017-09-15', '11: 2017-09-22', '12: 2018-02-19', '13: 2019-05-22', '14: 2019-08-13', '15: 2021-04-06', '16: 2021-07-10', '17: 2022-01-03', '18: 2022-05-25', '19: 2024-02-28', '20: 2024-03-08', 'Count']
['2000-03-11 08:22:08', '0', '1', "(H7,226.783,(r)) (Moon,46.961,(c)) (opposition,11')", '3', "(Mercury,333.429,(r)) (H10,333.456,(d)) (conjunction,2')", "(Mercury,333.429,(r)) (H10,333.535,(d)) (conjunction,6')\n(Neptune,305.684,(r)) (H9,275.744,(c)) (30-semisextile,4')", '6', "(Jupiter,34.717,(r)) (H7,214.749,(c)) (opposition,2')", "(Neptune,305.684,(r)) (H12,35.690,(d)) (square,0')\n(Neptune,305.684,(r)) (H4,125.524,(c)) (opposition,10')", '9', "(Mean_Node,121.342,(r)) (H3,91.416,(c)) (30-semisextile,4')", '11', "(H4,140.480,(r)) (Jupiter,50.398,(d)) (square,5')\n(Mean_Node,121.342,(r)) (H7,211.369,(c)) (square,2')", "(Uranus,318.700,(r)) (H12,3.777,(c)) (45-semisquare,5')", '14', '15', '16', '17', '18', '19', '20', 179]
['2000-03-11 06:57:28', "(Neptune,305.682,(r)) (H1,35.602,(d)) (square,5')\n(Neptune,305.682,(r)) (H7,215.602,(d)) (square,5')", "(Moon,54.862,(r)) (H12,9.890,(d)) (45-semisquare,2')\n(Mars,21.294,(r)) (H4,111.217,(c)) (square,5')", "(Sun,351.012,(r)) (H7,216.062,(d)) (135-sesquisquare,3')\n(Sun,351.012,(r)) (H4,111.055,(c)) (trine,3')\n(Jupiter,34.705,(r)) (H3,79.673,(c)) (45-semisquare,2')", '3', "(Mean_Node,121.345,(r)) (H9,256.390,(c)) (135-sesquisquare,3')", "(Mean_Node,121.345,(r)) (H9,256.322,(c)) (135-sesquisquare,1')", '6', '7', '8', "(H8,237.256,(r)) (Saturn,57.225,(d)) (opposition,2')\n(Pluto,252.897,(r)) (H8,222.844,(c)) (30-semisextile,3')\n(Mean_Node,121.345,(r)) (H12,346.359,(c)) (135-sesquisquare,1')", '10', "(Saturn,43.320,(r)) (H1,43.368,(d)) (conjunction,3')\n(Saturn,43.320,(r)) (H10,283.229,(c)) (trine,5')\n(Pluto,252.897,(r)) (H1,12.894,(c)) (trine,0')", "(Pluto,252.897,(r)) (H4,102.855,(c)) (150-quincunx,3')", '13', "(Saturn,43.320,(r)) (H12,343.357,(c)) (sextile,2')", "(Mars,21.294,(r)) (H12,21.298,(d)) (conjunction,0')\n(Moon,54.862,(r)) (H1,9.772,(c)) (45-semisquare,5')\n(Moon,54.862,(r)) (H7,189.772,(c)) (135-sesquisquare,5')", "(H9,267.784,(r)) (Mercury,312.691,(c)) (45-semisquare,6')", "(H1,28.254,(r)) (Uranus,298.243,(c)) (square,1')", '18', "(H1,28.254,(r)) (Sun,328.288,(c)) (sextile,2')", "(H1,28.254,(r)) (Sun,328.265,(c)) (sextile,1')", 300]
['2000-03-11 11:48:39', "(Mean_Node,121.334,(r)) (H12,76.306,(d)) (45-semisquare,2')\n(Mean_Node,121.334,(r)) (H12,61.394,(c)) (sextile,4')", '1', '2', "(H9,342.105,(r)) (Venus,341.940,(d)) (conjunction,10')", "(H1,92.165,(r)) (Jupiter,47.224,(d)) (45-semisquare,4')", "(Neptune,305.688,(r)) (H1,80.780,(c)) (135-sesquisquare,6')\n(H10,15.907,(r)) (Moon,45.995,(c)) (30-semisextile,5')", '6', "(Jupiter,34.746,(r)) (H7,259.662,(c)) (135-sesquisquare,5')", "(Uranus,318.707,(r)) (H1,78.639,(c)) (trine,4')", '9', '10', '11', "(Jupiter,34.746,(r)) (H4,214.610,(d)) (opposition,8')\n(Mean_Node,121.334,(r)) (H7,256.265,(c)) (135-sesquisquare,4')", '13', '14', "(Venus,327.540,(r)) (H12,87.489,(d)) (trine,3')", "(Saturn,43.339,(r)) (H1,73.343,(c)) (30-semisextile,0')\n(Uranus,318.707,(r)) (H9,318.639,(c)) (conjunction,4')", "(H10,15.907,(r)) (Sun,15.871,(d)) (conjunction,2')", '18', '19', '20', 164]
['2000-03-11 15:30:32', "(H4,251.788,(r)) (Neptune,296.730,(c)) (45-semisquare,4')", '1', "(H7,333.196,(r)) (Sun,3.195,(d)) (30-semisextile,0')\n(Mercury,333.323,(r)) (H4,243.406,(c)) (square,5')", "(Venus,327.730,(r)) (H9,57.708,(d)) (square,1')", "(Moon,59.854,(r)) (H10,59.958,(c)) (conjunction,6')\n(H9,45.517,(r)) (Mercury,315.588,(c)) (square,4')", "(Moon,59.854,(r)) (H10,59.886,(c)) (conjunction,2')\n(H9,45.517,(r)) (Mercury,315.497,(c)) (square,1')", "(Mars,21.560,(r)) (H1,171.470,(d)) (150-quincunx,5')", "(Moon,59.854,(r)) (H3,239.733,(d)) (opposition,7')", "(Mean_Node,121.326,(r)) (H8,31.392,(d)) (square,4')\n(H1,153.196,(r)) (Mars,3.247,(c)) (150-quincunx,3')", "(Uranus,318.715,(r)) (H12,138.702,(d)) (opposition,1')\n(Saturn,43.353,(r)) (H1,133.278,(c)) (square,5')", "(Venus,327.730,(r)) (H10,87.738,(d)) (trine,0')", "(H10,71.788,(r)) (Mars,41.861,(d)) (30-semisextile,4')", '12', '13', '14', "(H1,153.196,(r)) (Pluto,273.167,(d)) (trine,2')\n(H7,333.196,(r)) (Pluto,273.167,(d)) (sextile,2')", '16', "(H1,153.196,(r)) (Venus,303.239,(c)) (150-quincunx,3')", "(Sun,351.368,(r)) (H1,126.445,(c)) (135-sesquisquare,5')\n(Sun,351.368,(r)) (H9,21.386,(c)) (30-semisextile,1')", '19', "(Venus,327.730,(r)) (H6,327.636,(d)) (conjunction,6')", 304]
['2000-03-11 09:40:32', "(Moon,56.447,(r)) (H1,56.518,(c)) (conjunction,4')\n(Moon,56.447,(r)) (H7,236.518,(c)) (opposition,4')", '1', '2', "(H1,63.725,(r)) (Sun,3.718,(d)) (sextile,0')\n(H9,306.989,(r)) (Uranus,306.821,(c)) (conjunction,10')", '4', '5', "(Mars,21.379,(r)) (H3,141.297,(d)) (trine,5')", "(Moon,56.447,(r)) (H4,146.467,(c)) (square,1')", "(H1,63.725,(r)) (Uranus,303.635,(c)) (trine,5')", "(Saturn,43.330,(r)) (H10,358.375,(d)) (45-semisquare,3')", "(Uranus,318.703,(r)) (H1,78.756,(d)) (trine,3')", "(Uranus,318.703,(r)) (H1,78.773,(d)) (trine,4')", '12', '13', '14', "(H4,161.070,(r)) (Mean_Node,101.142,(c)) (sextile,4')", '16', "(Uranus,318.703,(r)) (H10,318.598,(c)) (conjunction,6')", "(Jupiter,34.728,(r)) (H10,4.814,(d)) (30-semisextile,5')", '19', '20', 210]
['2000-03-11 13:46:31', '0', "(Moon,58.841,(r)) (H12,103.843,(d)) (45-semisquare,0')", '2', "(Jupiter,34.763,(r)) (H10,34.658,(c)) (conjunction,6')", "(Moon,58.841,(r)) (H10,58.922,(d)) (conjunction,5')\n(Uranus,318.712,(r)) (H1,108.619,(c)) (150-quincunx,6')\n(H10,46.667,(r)) (Mercury,316.717,(c)) (square,3')", "(Moon,58.841,(r)) (H10,58.995,(d)) (conjunction,9')\n(H9,16.574,(r)) (Mercury,316.630,(c)) (sextile,3')\n(H10,46.667,(r)) (Mercury,316.630,(c)) (square,2')", '6', '7', "(Mean_Node,121.330,(r)) (H4,241.316,(d)) (trine,1')\n(Mean_Node,121.330,(r)) (H4,211.358,(c)) (square,2')", '9', "(Moon,58.841,(r)) (H1,103.869,(c)) (45-semisquare,2')\n(H3,196.574,(r)) (Jupiter,16.461,(c)) (opposition,7')", "(H1,121.779,(r)) (Mars,1.748,(c)) (trine,2')\n(H10,46.667,(r)) (Mars,1.748,(c)) (45-semisquare,5')", '12', '13', '14', '15', '16', "(Sun,351.296,(r)) (H3,171.446,(c)) (opposition,9')", "(Venus,327.641,(r)) (H1,147.780,(d)) (opposition,8')\n(H1,121.779,(r)) (Uranus,346.780,(d)) (135-sesquisquare,0')", "(H1,121.779,(r)) (Venus,301.599,(c)) (opposition,11')", "(H10,46.667,(r)) (Mercury,1.598,(d)) (45-semisquare,4')", 309]
['2000-03-11 14:46:31', "(H4,241.365,(r)) (Mars,31.339,(d)) (150-quincunx,2')", '1', '2', "(H1,139.221,(r)) (Mean_Node,109.149,(c)) (30-semisextile,4')", '4', '5', "(Mars,21.537,(r)) (H1,156.525,(d)) (135-sesquisquare,1')\n(Mercury,333.333,(r)) (H1,123.416,(c)) (150-quincunx,5')\n(Mercury,333.333,(r)) (H3,198.285,(c)) (135-sesquisquare,3')", '7', "(Neptune,305.692,(r)) (H12,95.628,(c)) (150-quincunx,4')", "(Mean_Node,121.328,(r)) (H10,76.390,(d)) (45-semisquare,4')\n(H1,139.221,(r)) (Mean_Node,139.225,(d)) (conjunction,0')", "(Moon,59.425,(r)) (H1,119.357,(c)) (sextile,4')", '11', '12', '13', "(H9,33.595,(r)) (Saturn,63.529,(d)) (30-semisextile,4')", '15', '16', '17', '18', '19', "(Venus,327.692,(r)) (H6,267.646,(c)) (sextile,3')", 114]
['2000-03-11 13:52:31', '0', "(Saturn,43.347,(r)) (H1,133.428,(d)) (square,5')\n(Saturn,43.347,(r)) (H7,313.428,(d)) (square,5')\n(Moon,58.899,(r)) (H12,88.917,(c)) (30-semisextile,1')\n(H4,228.166,(r)) (Venus,318.137,(c)) (square,2')", '2', "(Sun,351.300,(r)) (H10,36.210,(c)) (45-semisquare,5')\n(H9,18.309,(r)) (Moon,48.220,(c)) (30-semisextile,5')\n(H10,48.166,(r)) (Moon,48.220,(c)) (conjunction,3')", "(H10,48.166,(r)) (Jupiter,48.189,(d)) (conjunction,1')\n(Uranus,318.712,(r)) (H9,3.763,(c)) (45-semisquare,3')\n(H9,18.309,(r)) (Mean_Node,108.239,(c)) (square,4')\n(H10,48.166,(r)) (Mean_Node,108.239,(c)) (sextile,4')", "(H9,18.309,(r)) (Jupiter,48.266,(d)) (30-semisextile,3')\n(H10,48.166,(r)) (Jupiter,48.266,(d)) (conjunction,6')\n(Uranus,318.712,(r)) (H9,3.674,(c)) (45-semisquare,2')\n(H10,48.166,(r)) (Mean_Node,108.163,(c)) (sextile,0')", '6', "(Uranus,318.712,(r)) (H7,288.789,(c)) (30-semisextile,5')\n(H7,303.440,(r)) (Uranus,303.562,(c)) (conjunction,7')", "(Mars,21.509,(r)) (H12,111.459,(d)) (square,3')", "(H10,48.166,(r)) (Mars,3.195,(c)) (45-semisquare,2')", '10', '11', "(Venus,327.646,(r)) (H3,177.676,(c)) (150-quincunx,2')", "(Mars,21.509,(r)) (H10,66.483,(d)) (45-semisquare,2')", '14', '15', '16', '17', "(H9,18.309,(r)) (Sun,18.404,(d)) (conjunction,6')\n(H1,123.440,(r)) (Venus,303.403,(c)) (opposition,2')", '19', '20', 300]
['2000-03-11 11:50:31', '0', '1', "(H7,272.599,(r)) (Pluto,242.618,(c)) (30-semisextile,1')", '3', "(H9,342.644,(r)) (Venus,342.771,(d)) (conjunction,8')\n(Sun,351.215,(r)) (H1,81.263,(c)) (square,3')", "(Sun,351.215,(r)) (H1,81.196,(c)) (square,1')", "(Mars,21.446,(r)) (H12,81.383,(d)) (sextile,4')", "(H4,196.411,(r)) (Mean_Node,136.493,(d)) (sextile,5')\n(Mean_Node,121.334,(r)) (H4,181.404,(c)) (sextile,4')", '8', '9', "(Jupiter,34.747,(r)) (H10,34.656,(d)) (conjunction,5')\n(Moon,57.712,(r)) (H10,357.666,(c)) (sextile,3')", '11', "(Mercury,333.376,(r)) (H3,183.294,(d)) (150-quincunx,5')", "(H10,16.411,(r)) (Saturn,61.443,(d)) (45-semisquare,2')\n(Mars,21.446,(r)) (H9,321.417,(c)) (sextile,2')", '14', "(H4,196.411,(r)) (Moon,76.356,(d)) (trine,3')", '16', "(Uranus,318.707,(r)) (H3,138.629,(c)) (opposition,5')", "(H10,16.411,(r)) (Sun,16.335,(d)) (conjunction,5')\n(H9,342.644,(r)) (Jupiter,12.700,(c)) (30-semisextile,3')", "(H1,92.599,(r)) (Venus,302.603,(c)) (150-quincunx,0')", "(H1,92.599,(r)) (Venus,302.578,(c)) (150-quincunx,1')", 255]
['2000-03-11 15:35:59', '0', "(H1,154.996,(r)) (Saturn,35.003,(c)) (trine,0')\n(H7,334.996,(r)) (Saturn,35.003,(c)) (sextile,0')", "(Sun,351.372,(r)) (H4,261.303,(d)) (square,4')\n(Jupiter,34.779,(r)) (H4,244.709,(c)) (150-quincunx,4')", '3', "(Moon,59.907,(r)) (H9,59.768,(d)) (conjunction,8')\n(H10,73.067,(r)) (Moon,73.220,(d)) (conjunction,9')\n(Mean_Node,121.326,(r)) (H10,61.273,(c)) (sextile,3')\n(H1,154.996,(r)) (Sun,335.037,(c)) (opposition,2')\n(H1,154.996,(r)) (Uranus,305.045,(c)) (150-quincunx,3')", "(Moon,59.907,(r)) (H9,59.844,(d)) (conjunction,4')\n(Mercury,333.321,(r)) (H9,33.405,(c)) (sextile,5')\n(H1,154.996,(r)) (Sun,334.941,(c)) (opposition,3')\n(H1,154.996,(r)) (Uranus,304.962,(c)) (150-quincunx,2')", "(H1,154.996,(r)) (Mars,4.970,(c)) (150-quincunx,2')", "(H3,226.962,(r)) (Venus,346.890,(d)) (trine,4')\n(Moon,59.907,(r)) (H4,239.992,(c)) (opposition,5')", "(H1,154.996,(r)) (Neptune,290.063,(c)) (135-sesquisquare,4')\n(H4,253.067,(r)) (Saturn,27.992,(c)) (135-sesquisquare,5')", '9', '10', "(Saturn,43.354,(r)) (H1,133.354,(c)) (square,0')", "(Venus,327.735,(r)) (H3,207.704,(c)) (trine,2')\n(Pluto,252.898,(r)) (H7,312.876,(c)) (sextile,1')", "(H10,73.067,(r)) (Uranus,298.144,(c)) (135-sesquisquare,5')", "(H9,46.962,(r)) (Pluto,271.951,(d)) (135-sesquisquare,1')\n(Saturn,43.354,(r)) (H12,103.437,(c)) (sextile,5')", "(Mercury,333.321,(r)) (H1,183.338,(d)) (150-quincunx,1')\n(Mercury,333.321,(r)) (H7,3.338,(d)) (30-semisextile,1')", "(Uranus,318.715,(r)) (H1,183.693,(d)) (135-sesquisquare,1')", "(H1,154.996,(r)) (Sun,19.909,(d)) (135-sesquisquare,5')", "(Mercury,333.321,(r)) (H10,93.238,(d)) (trine,5')", "(Jupiter,34.779,(r)) (H4,274.834,(d)) (trine,3')", "(Jupiter,34.779,(r)) (H10,94.856,(d)) (sextile,5')", 422]
['2000-03-11 13:08:39', "(Saturn,43.344,(r)) (H1,103.285,(c)) (sextile,4')\n(Saturn,43.344,(r)) (H7,283.285,(c)) (trine,4')", "(Pluto,252.898,(r)) (H1,102.939,(c)) (150-quincunx,2')\n(Pluto,252.898,(r)) (H4,207.984,(c)) (45-semisquare,5')\n(Pluto,252.898,(r)) (H7,282.939,(c)) (30-semisextile,2')", "(H4,217.051,(r)) (Moon,67.076,(d)) (150-quincunx,2')\n(H3,185.521,(r)) (Moon,50.462,(c)) (135-sesquisquare,4')", "(H9,5.521,(r)) (Sun,5.549,(d)) (conjunction,2')", '4', '5', '6', '7', "(H8,328.574,(r)) (Saturn,58.512,(d)) (square,4')\n(Sun,351.269,(r)) (H4,201.337,(c)) (150-quincunx,4')\n(Mars,21.486,(r)) (H4,201.337,(c)) (opposition,9')\n(Saturn,43.344,(r)) (H12,73.357,(c)) (30-semisextile,1')", '9', "(Jupiter,34.758,(r)) (H1,94.765,(c)) (sextile,0')", "(Pluto,252.898,(r)) (H12,102.949,(d)) (150-quincunx,3')", "(H7,291.686,(r)) (Mean_Node,141.628,(d)) (150-quincunx,3')", "(Saturn,43.344,(r)) (H9,343.414,(c)) (sextile,4')", '14', '15', '16', "(Moon,58.472,(r)) (H10,58.452,(d)) (conjunction,1')", '18', '19', '20', 208]
['2000-03-11 11:22:47', "(Uranus,318.706,(r)) (H1,78.763,(c)) (trine,3')\n(Uranus,318.706,(r)) (H7,258.763,(c)) (sextile,3')", "(Mercury,333.383,(r)) (H4,198.310,(d)) (135-sesquisquare,4')", '2', '3', '4', '5', "(H1,86.235,(r)) (Saturn,56.230,(d)) (30-semisextile,0')", "(H3,154.695,(r)) (Uranus,334.850,(d)) (opposition,9')", "(Pluto,252.898,(r)) (H1,72.950,(c)) (opposition,3')", "(Mars,21.432,(r)) (H10,351.501,(c)) (30-semisextile,4')\n(Uranus,318.706,(r)) (H12,48.755,(c)) (square,3')", "(Moon,57.442,(r)) (H1,102.395,(d)) (45-semisquare,3')\n(Moon,57.442,(r)) (H10,27.398,(d)) (30-semisextile,3')\n(H10,8.893,(r)) (Uranus,338.879,(d)) (30-semisextile,1')", "(H10,8.893,(r)) (Uranus,338.902,(d)) (30-semisextile,1')", "(Pluto,252.898,(r)) (H4,207.844,(d)) (45-semisquare,3')\n(Pluto,252.898,(r)) (H7,282.809,(d)) (30-semisextile,5')\n(H4,188.893,(r)) (Venus,308.947,(c)) (trine,3')", '13', "(H1,86.235,(r)) (Mercury,311.265,(c)) (135-sesquisquare,2')", "(H1,86.235,(r)) (Mercury,356.212,(d)) (square,1')\n(H7,266.235,(r)) (Mercury,356.212,(d)) (square,1')\n(Mean_Node,121.335,(r)) (H4,166.309,(c)) (45-semisquare,2')", '16', "(H10,8.893,(r)) (Mercury,308.806,(c)) (sextile,5')", "(H9,334.695,(r)) (Venus,304.604,(c)) (30-semisextile,5')", "(Uranus,318.706,(r)) (H1,108.709,(d)) (150-quincunx,0')", "(Uranus,318.706,(r)) (H1,108.734,(d)) (150-quincunx,2')", 239]
['2000-03-11 11:31:04', "(Moon,57.522,(r)) (H12,57.454,(c)) (conjunction,4')\n(Venus,327.525,(r)) (H12,57.454,(c)) (square,4')\n(Neptune,305.688,(r)) (H1,80.598,(c)) (135-sesquisquare,5')\n(Neptune,305.688,(r)) (H7,260.598,(c)) (45-semisquare,5')", '1', "(H4,191.141,(r)) (Sun,341.185,(c)) (150-quincunx,3')", '3', "(Moon,57.522,(r)) (H10,357.542,(c)) (sextile,1')\n(Venus,327.525,(r)) (H10,357.542,(c)) (30-semisextile,1')\n(H9,337.049,(r)) (Sun,337.173,(c)) (conjunction,7')", "(Moon,57.522,(r)) (H10,357.459,(c)) (sextile,4')\n(Venus,327.525,(r)) (H10,357.459,(c)) (30-semisextile,4')\n(H9,337.049,(r)) (Sun,337.090,(c)) (conjunction,2')", '6', '7', "(Mars,21.436,(r)) (H12,51.512,(c)) (30-semisextile,5')", "(Uranus,318.707,(r)) (H8,318.668,(d)) (conjunction,2')\n(H1,88.115,(r)) (Saturn,28.151,(c)) (sextile,2')\n(H10,11.141,(r)) (Pluto,236.083,(c)) (135-sesquisquare,3')", "(H1,88.115,(r)) (Mercury,313.139,(c)) (135-sesquisquare,1')", "(Pluto,252.898,(r)) (H1,72.760,(c)) (opposition,8')\n(H1,88.115,(r)) (Mercury,313.119,(c)) (135-sesquisquare,0')", "(Moon,57.522,(r)) (H3,177.570,(d)) (trine,3')\n(Venus,327.525,(r)) (H3,177.570,(d)) (150-quincunx,3')\n(H4,191.141,(r)) (Sun,11.298,(d)) (opposition,9')\n(H4,191.141,(r)) (Moon,41.058,(c)) (150-quincunx,5')", '13', "(H10,11.141,(r)) (Uranus,341.217,(d)) (30-semisextile,5')\n(H10,11.141,(r)) (Mercury,311.154,(c)) (sextile,1')", '15', '16', "(Uranus,318.707,(r)) (H1,108.660,(d)) (150-quincunx,3')", '18', "(Sun,351.202,(r)) (H4,216.184,(d)) (135-sesquisquare,1')\n(H4,191.141,(r)) (Jupiter,11.131,(c)) (opposition,1')", "(Sun,351.202,(r)) (H10,36.209,(d)) (45-semisquare,0')\n(H10,11.141,(r)) (Jupiter,11.106,(c)) (conjunction,2')", 365]
['2000-03-11 07:54:47', "(H4,133.561,(r)) (Mars,13.527,(c)) (trine,2')", '1', "(Jupiter,34.713,(r)) (H4,124.790,(c)) (square,5')", "(Sun,351.052,(r)) (H1,51.069,(d)) (sextile,1')", "(Mean_Node,121.343,(r)) (H10,301.297,(c)) (opposition,3')\n(H10,313.561,(r)) (Moon,43.581,(c)) (square,1')", "(Mean_Node,121.343,(r)) (H10,301.224,(c)) (opposition,7')\n(H10,313.561,(r)) (Moon,43.514,(c)) (square,3')", '6', '7', '8', "(Pluto,252.897,(r)) (H10,297.959,(c)) (45-semisquare,4')", "(Mean_Node,121.343,(r)) (H10,331.259,(d)) (150-quincunx,5')", '11', "(Moon,55.419,(r)) (H7,205.326,(c)) (150-quincunx,6')", '13', '14', "(Moon,55.419,(r)) (H12,355.476,(c)) (sextile,3')", '16', "(H3,101.075,(r)) (Uranus,341.152,(d)) (trine,5')\n(H10,313.561,(r)) (Moon,73.474,(d)) (trine,5')", '18', '19', '20', 198]
['2000-03-11 11:33:52', "(Pluto,252.898,(r)) (H12,72.993,(d)) (opposition,6')", "(Mars,21.437,(r)) (H4,201.279,(d)) (opposition,10')\n(Saturn,43.338,(r)) (H12,73.308,(d)) (30-semisextile,2')", '2', "(H9,337.849,(r)) (Sun,337.911,(c)) (conjunction,4')", '4', '5', '6', "(Mean_Node,121.335,(r)) (H7,256.391,(c)) (135-sesquisquare,3')", "(Pluto,252.898,(r)) (H1,102.885,(d)) (150-quincunx,1')\n(Pluto,252.898,(r)) (H4,207.926,(d)) (45-semisquare,2')\n(H4,191.901,(r)) (Pluto,236.990,(c)) (45-semisquare,5')", "(Sun,351.204,(r)) (H12,51.257,(c)) (sextile,3')\n(H8,301.940,(r)) (Uranus,302.053,(c)) (conjunction,7')", "(Uranus,318.707,(r)) (H3,138.695,(c)) (opposition,1')", "(Saturn,43.338,(r)) (H1,73.372,(c)) (30-semisextile,2')", "(Pluto,252.898,(r)) (H7,253.019,(c)) (conjunction,7')", '13', "(H10,11.901,(r)) (Neptune,326.987,(d)) (45-semisquare,5')\n(H1,88.755,(r)) (Uranus,298.817,(c)) (150-quincunx,4')", "(Uranus,318.707,(r)) (H1,108.627,(d)) (150-quincunx,5')\n(Uranus,318.707,(r)) (H7,288.627,(d)) (30-semisextile,5')\n(H1,88.755,(r)) (Pluto,268.893,(d)) (opposition,8')\n(H7,268.755,(r)) (Pluto,268.893,(d)) (conjunction,8')", '16', "(Jupiter,34.744,(r)) (H10,34.719,(d)) (conjunction,2')", "(Mercury,333.380,(r)) (H9,3.319,(d)) (30-semisextile,4')\n(H10,11.901,(r)) (Sun,326.871,(c)) (45-semisquare,2')", '19', "(H6,245.542,(r)) (Moon,35.514,(c)) (150-quincunx,2')", 290]
['2000-03-11 10:11:59', "(Mercury,333.401,(r)) (H1,63.313,(c)) (square,5')\n(Mercury,333.401,(r)) (H7,243.313,(c)) (square,5')", '1', "(H7,250.551,(r)) (Mean_Node,130.598,(d)) (trine,3')", "(H10,349.578,(r)) (Mean_Node,109.577,(c)) (trine,0')", '4', '5', '6', "(Jupiter,34.733,(r)) (H4,154.736,(c)) (trine,0')\n(H4,169.578,(r)) (Uranus,304.651,(c)) (135-sesquisquare,4')", "(Venus,327.457,(r)) (H8,267.496,(c)) (sextile,2')", "(Moon,56.753,(r)) (H1,56.758,(c)) (conjunction,0')\n(H10,349.578,(r)) (Neptune,289.601,(c)) (sextile,1')", "(Venus,327.457,(r)) (H3,117.545,(c)) (150-quincunx,5')", '11', '12', '13', "(H1,70.551,(r)) (Saturn,25.508,(c)) (45-semisquare,3')", "(Neptune,305.686,(r)) (H12,65.761,(d)) (trine,4')\n(Venus,327.457,(r)) (H4,147.457,(c)) (opposition,0')\n(H1,70.551,(r)) (Mercury,310.528,(c)) (trine,1')\n(H7,250.551,(r)) (Mercury,310.528,(c)) (sextile,1')", "(Pluto,252.897,(r)) (H12,27.832,(c)) (135-sesquisquare,4')\n(H9,315.217,(r)) (Mars,0.201,(c)) (45-semisquare,1')", "(Moon,56.753,(r)) (H10,326.694,(c)) (square,4')", '18', '19', '20', 248]
['2000-03-11 07:20:07', "(Saturn,43.321,(r)) (H4,133.237,(d)) (square,5')", "(H1,33.252,(r)) (Pluto,243.298,(c)) (150-quincunx,3')\n(H7,213.252,(r)) (Pluto,243.298,(c)) (30-semisextile,3')", '2', "(H10,304.987,(r)) (Moon,64.913,(d)) (trine,4')", '4', '5', "(Mars,21.306,(r)) (H1,21.282,(c)) (conjunction,1')", "(Uranus,318.698,(r)) (H4,138.741,(d)) (opposition,3')\n(Sun,351.028,(r)) (H7,201.037,(c)) (150-quincunx,1')", "(Mars,21.306,(r)) (H12,21.208,(d)) (conjunction,6')", "(H10,304.987,(r)) (Uranus,335.024,(d)) (30-semisextile,2')\n(H1,33.252,(r)) (Uranus,303.338,(c)) (square,5')", "(Mercury,333.446,(r)) (H10,288.534,(c)) (45-semisquare,5')", "(Mercury,333.446,(r)) (H10,288.517,(c)) (45-semisquare,4')", "(Uranus,318.698,(r)) (H7,228.636,(d)) (square,4')", '13', "(Uranus,318.698,(r)) (H12,348.747,(c)) (30-semisextile,3')", "(Mars,21.306,(r)) (H1,51.296,(d)) (30-semisextile,1')\n(Mars,21.306,(r)) (H7,231.296,(d)) (150-quincunx,1')", '16', '17', '18', "(Venus,327.309,(r)) (H1,12.304,(c)) (45-semisquare,0')\n(H1,33.252,(r)) (Moon,33.233,(c)) (conjunction,1')", "(Venus,327.309,(r)) (H1,12.282,(c)) (45-semisquare,2')\n(H1,33.252,(r)) (Moon,33.211,(c)) (conjunction,2')", 263]
['2000-03-11 14:00:39', "(H4,230.187,(r)) (Pluto,260.213,(d)) (30-semisextile,2')", '1', "(Moon,58.978,(r)) (H4,238.862,(d)) (opposition,7')\n(H3,200.650,(r)) (Pluto,260.692,(d)) (sextile,3')\n(H7,305.720,(r)) (Pluto,260.692,(d)) (45-semisquare,2')", "(H1,125.720,(r)) (Uranus,305.735,(c)) (opposition,1')", "(Jupiter,34.765,(r)) (H9,34.696,(d)) (conjunction,4')", "(Jupiter,34.765,(r)) (H9,34.779,(d)) (conjunction,1')\n(H10,50.187,(r)) (Neptune,320.280,(d)) (square,6')", "(Mercury,333.344,(r)) (H10,63.331,(d)) (square,1')", "(Sun,351.305,(r)) (H4,216.231,(c)) (135-sesquisquare,4')\n(H4,230.187,(r)) (Jupiter,20.146,(c)) (150-quincunx,2')", '8', "(Neptune,305.691,(r)) (H10,65.627,(d)) (trine,4')\n(H8,344.515,(r)) (Moon,74.603,(d)) (square,5')\n(Uranus,318.712,(r)) (H1,108.684,(c)) (150-quincunx,2')", '10', '11', '12', "(Mars,21.513,(r)) (H12,81.514,(c)) (sextile,0')", "(Saturn,43.348,(r)) (H9,358.358,(c)) (45-semisquare,1')", "(Moon,58.978,(r)) (H1,103.906,(c)) (45-semisquare,4')\n(Moon,58.978,(r)) (H4,209.020,(c)) (150-quincunx,3')\n(Moon,58.978,(r)) (H7,283.906,(c)) (135-sesquisquare,4')", '16', '17', '18', "(H3,200.650,(r)) (Sun,20.674,(d)) (opposition,1')", '20', 246]
