['Time, Count, opp/conj: 0', 'sqr/tri/sext: 0', 'major: 0', 'minor: 0']
['23:20:24, 20, opp/conj: 2', 'sqr/tri/sext: 8', 'major: 10', 'minor: 10']
['23:20:32, 18, opp/conj: 2', 'sqr/tri/sext: 7', 'major: 9', 'minor: 9']
['23:20:40, 18, opp/conj: 2', 'sqr/tri/sext: 7', 'major: 9', 'minor: 9']
['23:20:48, 21, opp/conj: 2', 'sqr/tri/sext: 10', 'major: 12', 'minor: 9']
['23:20:56, 21, opp/conj: 2', 'sqr/tri/sext: 10', 'major: 12', 'minor: 9']
['23:21:04, 19, opp/conj: 2', 'sqr/tri/sext: 10', 'major: 12', 'minor: 7']
['23:21:12, 18, opp/conj: 2', 'sqr/tri/sext: 9', 'major: 11', 'minor: 7']
['23:21:20, 19, opp/conj: 2', 'sqr/tri/sext: 9', 'major: 11', 'minor: 8']
['23:21:28, 16, opp/conj: 1', 'sqr/tri/sext: 10', 'major: 11', 'minor: 5']
['23:21:36, 16, opp/conj: 1', 'sqr/tri/sext: 8', 'major: 9', 'minor: 7']
['23:21:44, 18, opp/conj: 2', 'sqr/tri/sext: 9', 'major: 11', 'minor: 7']
['23:21:52, 17, opp/conj: 2', 'sqr/tri/sext: 10', 'major: 12', 'minor: 5']
['23:22:00, 18, opp/conj: 2', 'sqr/tri/sext: 11', 'major: 13', 'minor: 5']
['23:22:08, 22, opp/conj: 4', 'sqr/tri/sext: 13', 'major: 17', 'minor: 5']
['23:22:16, 24, opp/conj: 4', 'sqr/tri/sext: 13', 'major: 17', 'minor: 7']
['23:22:24, 21, opp/conj: 3', 'sqr/tri/sext: 12', 'major: 15', 'minor: 6']
['23:22:32, 24, opp/conj: 4', 'sqr/tri/sext: 13', 'major: 17', 'minor: 7']
['23:22:39, 27, opp/conj: 4', 'sqr/tri/sext: 15', 'major: 19', 'minor: 8']
['23:22:47, 29, opp/conj: 4', 'sqr/tri/sext: 17', 'major: 21', 'minor: 8']
['23:22:56, 28, opp/conj: 4', 'sqr/tri/sext: 17', 'major: 21', 'minor: 7']
['23:23:04, 30, opp/conj: 5', 'sqr/tri/sext: 17', 'major: 22', 'minor: 8']
['23:23:12, 33, opp/conj: 6', 'sqr/tri/sext: 18', 'major: 24', 'minor: 9']
['23:23:20, 34, opp/conj: 6', 'sqr/tri/sext: 20', 'major: 26', 'minor: 8']
['23:23:28, 34, opp/conj: 5', 'sqr/tri/sext: 20', 'major: 25', 'minor: 9']
['23:23:36, 31, opp/conj: 4', 'sqr/tri/sext: 18', 'major: 22', 'minor: 9']
['23:23:44, 33, opp/conj: 4', 'sqr/tri/sext: 18', 'major: 22', 'minor: 11']
['23:23:52, 34, opp/conj: 5', 'sqr/tri/sext: 17', 'major: 22', 'minor: 12']
['23:24:00, 33, opp/conj: 4', 'sqr/tri/sext: 16', 'major: 20', 'minor: 13']
['23:24:08, 32, opp/conj: 3', 'sqr/tri/sext: 16', 'major: 19', 'minor: 13']
['23:24:16, 31, opp/conj: 3', 'sqr/tri/sext: 15', 'major: 18', 'minor: 13']
['23:24:23, 29, opp/conj: 3', 'sqr/tri/sext: 14', 'major: 17', 'minor: 12']
['23:24:31, 29, opp/conj: 3', 'sqr/tri/sext: 14', 'major: 17', 'minor: 12']
['23:24:39, 27, opp/conj: 3', 'sqr/tri/sext: 12', 'major: 15', 'minor: 12']
['23:24:47, 27, opp/conj: 3', 'sqr/tri/sext: 12', 'major: 15', 'minor: 12']
['23:24:56, 25, opp/conj: 2', 'sqr/tri/sext: 11', 'major: 13', 'minor: 12']
['23:25:04, 25, opp/conj: 2', 'sqr/tri/sext: 11', 'major: 13', 'minor: 12']
['23:25:12, 25, opp/conj: 2', 'sqr/tri/sext: 10', 'major: 12', 'minor: 13']
['23:25:20, 24, opp/conj: 2', 'sqr/tri/sext: 10', 'major: 12', 'minor: 12']
['23:25:28, 21, opp/conj: 1', 'sqr/tri/sext: 9', 'major: 10', 'minor: 11']
['23:25:36, 21, opp/conj: 1', 'sqr/tri/sext: 10', 'major: 11', 'minor: 10']
['23:25:44, 21, opp/conj: 1', 'sqr/tri/sext: 10', 'major: 11', 'minor: 10']
['23:25:52, 16, opp/conj: 1', 'sqr/tri/sext: 7', 'major: 8', 'minor: 8']
['23:26:00, 20, opp/conj: 1', 'sqr/tri/sext: 10', 'major: 11', 'minor: 9']
['23:26:07, 20, opp/conj: 0', 'sqr/tri/sext: 10', 'major: 10', 'minor: 10']
['23:26:15, 23, opp/conj: 0', 'sqr/tri/sext: 11', 'major: 11', 'minor: 12']
['23:26:23, 22, opp/conj: 0', 'sqr/tri/sext: 10', 'major: 10', 'minor: 12']
['23:26:31, 22, opp/conj: 0', 'sqr/tri/sext: 10', 'major: 10', 'minor: 12']
['23:26:39, 20, opp/conj: 0', 'sqr/tri/sext: 8', 'major: 8', 'minor: 12']
