['Time', 'Event0', 'Event1', 'Event2', 'Event3', 'Event4', 'Event5', 'Event6', 'Event7', 'Event8', 'Event9', 'Event10', 'Event11', 'Event12', 'Event13', 'Event14', 'Count']
['17:00:47', '', '', '', '', "(ASC,0.981,(r)) (Sun,241.001,(d)) (trine,1')", '', "(Neptune,176.029,(r)) (MC,296.106,(d)) (trine,5')", '', '', "(ASC,0.981,(r)) (Mars,120.914,(c)) (trine,4')", "(ASC,0.981,(r)) (Uranus,90.897,(d)) (square,5')", "(Mars,182.649,(r)) (MC,302.591,(d)) (trine,4')", '', "(Moon,303.292,(r)) (MC,303.354,(d)) (conjunction,4')", '', 6]
['17:00:56', '', '', '', '', "(ASC,1.069,(r)) (Sun,241.014,(d)) (trine,3')", '', '', '', '', '', '', "(Mars,182.649,(r)) (MC,302.623,(d)) (trine,2')", '', "(Moon,303.294,(r)) (MC,303.386,(d)) (conjunction,6')", '', 3]
['17:01:04', '', "(Mean_Node,190.584,(r)) (MC,250.492,(c)) (sextile,5')", "(MC,270.405,(r)) (Mars,135.457,(c)) (135-sesquisquare,3')", '', '', '', '', '', '', '', '', "(Mars,182.650,(r)) (MC,302.655,(d)) (trine,0')", '', "(Moon,303.295,(r)) (MC,303.419,(d)) (conjunction,7')", '', 4]
['17:01:12', '', "(Mean_Node,190.584,(r)) (MC,250.523,(c)) (sextile,4')", "(Mean_Node,190.584,(r)) (ASC,310.534,(c)) (trine,3')\n(MC,270.436,(r)) (Mars,135.441,(c)) (135-sesquisquare,0')", '', '', '', '', '', '', "(ASC,1.244,(r)) (Mercury,151.295,(c)) (150-quincunx,3')", '', "(Mars,182.650,(r)) (MC,302.688,(d)) (trine,2')", '', "(Moon,303.296,(r)) (MC,303.451,(d)) (conjunction,9')", '', 6]
['17:01:20', '', "(Mean_Node,190.584,(r)) (MC,250.555,(c)) (sextile,2')", "(Mean_Node,190.584,(r)) (ASC,310.593,(c)) (trine,1')\n(MC,270.466,(r)) (Mars,135.424,(c)) (135-sesquisquare,3')", '', '', '', "(ASC,1.332,(r)) (Neptune,121.410,(c)) (trine,5')", '', '', "(ASC,1.332,(r)) (Mercury,151.258,(c)) (150-quincunx,4')", '', "(Mars,182.650,(r)) (MC,302.720,(d)) (trine,4')", "(Mercury,218.532,(r)) (ASC,68.467,(d)) (150-quincunx,4')\n(ASC,1.332,(r)) (Uranus,91.358,(d)) (square,2')", '', '', 8]
['17:01:28', '', "(Mean_Node,190.584,(r)) (MC,250.586,(c)) (sextile,0')", "(Mean_Node,190.584,(r)) (ASC,310.653,(c)) (trine,4')\n(MC,270.497,(r)) (Mars,135.407,(c)) (135-sesquisquare,5')", '', '', '', "(ASC,1.419,(r)) (Neptune,121.427,(c)) (trine,0')", '', '', '', '', '', "(Mercury,218.532,(r)) (ASC,68.510,(d)) (150-quincunx,1')\n(ASC,1.419,(r)) (Uranus,91.362,(d)) (square,3')", '', '', 6]
['17:01:36', '', "(Mean_Node,190.584,(r)) (MC,250.617,(c)) (sextile,2')", '', '', '', '', "(ASC,1.507,(r)) (Neptune,121.444,(c)) (trine,4')", '', '', '', '', '', "(Mercury,218.532,(r)) (ASC,68.553,(d)) (150-quincunx,1')", '', '', 3]
['17:01:44', "(ASC,1.594,(r)) (Moon,316.645,(d)) (45-semisquare,3')", "(Mean_Node,190.584,(r)) (MC,250.649,(c)) (sextile,4')", '', '', '', '', '', '', '', '', '', '', "(Mercury,218.532,(r)) (ASC,68.597,(d)) (150-quincunx,4')", '', '', 3]
['17:01:52', "(ASC,1.682,(r)) (Moon,316.648,(d)) (45-semisquare,2')", '', '', '', '', '', '', '', '', '', '', '', '', '', '', 1]
['17:02:00', '', '', '', '', '', "(ASC,1.769,(r)) (Mean_Node,241.845,(d)) (trine,5')", '', '', "(ASC,1.769,(r)) (Neptune,241.838,(d)) (trine,4')", '', '', '', '', '', '', 2]
['17:02:08', '', '', '', '', '', "(ASC,1.857,(r)) (Mean_Node,241.861,(d)) (trine,0')", '', '', "(ASC,1.857,(r)) (Neptune,241.817,(d)) (trine,2')", "(MC,270.650,(r)) (Mars,120.736,(c)) (150-quincunx,5')", '', '', '', '', '', 3]
['17:02:15', '', '', '', '', '', "(ASC,1.944,(r)) (Mean_Node,241.876,(d)) (trine,4')", '', '', '', "(MC,270.681,(r)) (Mars,120.718,(c)) (150-quincunx,2')", '', '', '', '', "(ASC,1.944,(r)) (Saturn,92.012,(d)) (square,4')", 3]
['17:02:23', '', '', '', '', '', '', "(ASC,2.032,(r)) (Mars,242.124,(d)) (trine,6')\n(ASC,2.032,(r)) (Saturn,2.161,(c)) (conjunction,8')", '', '', "(MC,270.712,(r)) (Mars,120.700,(c)) (150-quincunx,1')", '', '', '', '', "(ASC,2.032,(r)) (Saturn,92.019,(d)) (square,1')", 4]
['17:02:31', '', '', '', '', '', '', "(ASC,2.119,(r)) (Mars,242.142,(d)) (trine,1')\n(ASC,2.119,(r)) (Saturn,2.146,(c)) (conjunction,2')", '', '', "(MC,270.742,(r)) (Mars,120.682,(c)) (150-quincunx,4')", '', '', '', '', "(ASC,2.119,(r)) (Saturn,92.027,(d)) (square,6')", 4]
['17:02:39', '', '', '', '', '', '', "(ASC,2.207,(r)) (Mars,242.159,(d)) (trine,3')\n(ASC,2.207,(r)) (Saturn,2.131,(c)) (conjunction,5')", '', '', '', '', '', '', '', '', 2]
['17:02:47', '', '', '', '', '', "(ASC,2.294,(r)) (Sun,137.327,(c)) (135-sesquisquare,2')", "(ASC,2.294,(r)) (Saturn,2.116,(c)) (conjunction,11')", "(ASC,2.294,(r)) (Venus,212.313,(d)) (150-quincunx,1')", "(Mars,182.650,(r)) (ASC,62.591,(d)) (trine,4')", "(MC,270.804,(r)) (Mercury,150.856,(c)) (trine,3')", "(MC,270.804,(r)) (Uranus,90.957,(d)) (opposition,9')", '', '', '', '', 6]
['17:02:56', '', '', '', '', "(Uranus,55.552,(r)) (ASC,55.390,(d)) (conjunction,10')", "(Pluto,124.188,(r)) (ASC,304.042,(c)) (opposition,9')\n(ASC,2.382,(r)) (Sun,137.303,(c)) (135-sesquisquare,5')", '', '', "(Mars,182.650,(r)) (ASC,62.639,(d)) (trine,1')", "(MC,270.834,(r)) (Mercury,150.819,(c)) (trine,1')", "(MC,270.834,(r)) (Uranus,90.961,(d)) (opposition,8')", '', '', '', '', 6]
['17:03:04', '', '', '', '', "(Uranus,55.552,(r)) (ASC,55.444,(d)) (conjunction,7')", "(Pluto,124.188,(r)) (ASC,304.095,(c)) (opposition,6')", '', '', "(Mars,182.650,(r)) (ASC,62.687,(d)) (trine,2')", "(MC,270.865,(r)) (Mercury,150.783,(c)) (trine,5')", "(MC,270.865,(r)) (Uranus,90.965,(d)) (opposition,6')", '', '', '', '', 5]
['17:03:12', '', '', '', '', "(Uranus,55.552,(r)) (ASC,55.498,(d)) (conjunction,3')", "(Pluto,124.188,(r)) (ASC,304.149,(c)) (opposition,2')", '', '', "(Mars,182.651,(r)) (ASC,62.734,(d)) (trine,5')", '', "(MC,270.896,(r)) (Uranus,90.969,(d)) (opposition,4')", '', '', '', '', 4]
['17:03:20', '', '', '', '', "(Uranus,55.552,(r)) (ASC,55.552,(d)) (conjunction,0')", "(Pluto,124.188,(r)) (ASC,304.202,(c)) (opposition,1')", '', '', '', '', "(Mercury,218.534,(r)) (ASC,68.484,(d)) (150-quincunx,3')\n(MC,270.926,(r)) (Uranus,90.973,(d)) (opposition,3')", '', '', '', '', 4]
['17:03:28', '', '', '', '', "(Uranus,55.552,(r)) (ASC,55.606,(d)) (conjunction,3')\n(Mercury,218.534,(r)) (MC,248.463,(c)) (30-semisextile,4')", "(Pluto,124.188,(r)) (ASC,304.256,(c)) (opposition,4')", '', '', '', '', "(Mercury,218.534,(r)) (ASC,68.527,(d)) (150-quincunx,0')\n(MC,270.957,(r)) (Uranus,90.977,(d)) (opposition,1')", '', '', "(ASC,2.732,(r)) (Uranus,92.785,(d)) (square,3')", '', 6]
['17:03:36', '', '', '', '', "(Uranus,55.552,(r)) (ASC,55.659,(d)) (conjunction,6')\n(Mercury,218.534,(r)) (MC,248.494,(c)) (30-semisextile,2')", "(Pluto,124.188,(r)) (ASC,304.309,(c)) (opposition,7')", '', '', '', '', "(Mercury,218.534,(r)) (ASC,68.570,(d)) (150-quincunx,2')\n(MC,270.988,(r)) (Uranus,90.981,(d)) (opposition,0')", '', '', "(ASC,2.819,(r)) (Uranus,92.789,(d)) (square,2')", '', 6]
['17:03:44', "(ASC,2.907,(r)) (Mean_Node,152.942,(c)) (150-quincunx,2')", '', "(Mean_Node,190.584,(r)) (MC,250.517,(c)) (sextile,4')", '', "(Uranus,55.552,(r)) (ASC,55.713,(d)) (conjunction,10')\n(Mercury,218.534,(r)) (MC,248.526,(c)) (30-semisextile,0')", "(Pluto,124.188,(r)) (ASC,304.363,(c)) (opposition,11')", '', '', '', '', "(Mercury,218.534,(r)) (ASC,68.613,(d)) (150-quincunx,5')\n(MC,271.018,(r)) (Uranus,90.985,(d)) (opposition,2')", '', '', '', '', 7]
['17:03:52', "(ASC,2.994,(r)) (Mean_Node,152.924,(c)) (150-quincunx,4')", '', "(Mean_Node,190.584,(r)) (MC,250.548,(c)) (sextile,2')", '', "(Mercury,218.534,(r)) (MC,248.557,(c)) (30-semisextile,1')", '', '', '', '', '', "(MC,271.049,(r)) (Uranus,90.989,(d)) (opposition,4')", '', '', "(ASC,2.994,(r)) (Uranus,3.068,(c)) (conjunction,4')", '', 5]
['17:03:59', '', '', "(Mean_Node,190.584,(r)) (MC,250.579,(c)) (sextile,0')", '', "(Mercury,218.534,(r)) (MC,248.589,(c)) (30-semisextile,3')", '', '', '', '', '', "(MC,271.080,(r)) (Uranus,90.993,(d)) (opposition,5')", '', '', "(ASC,3.082,(r)) (Uranus,3.045,(c)) (conjunction,2')", '', 4]
['17:04:07', '', '', "(Mean_Node,190.584,(r)) (MC,250.611,(c)) (sextile,2')", '', "(Mercury,218.535,(r)) (MC,248.620,(c)) (30-semisextile,5')", '', '', '', '', '', "(MC,271.110,(r)) (Uranus,90.997,(d)) (opposition,7')", '', '', "(ASC,3.169,(r)) (Uranus,3.022,(c)) (conjunction,9')", '', 4]
['17:04:15', '', '', "(Mean_Node,190.584,(r)) (MC,250.642,(c)) (sextile,3')", '', "(ASC,3.256,(r)) (Moon,273.330,(c)) (square,4')", '', "(Mars,182.651,(r)) (ASC,302.608,(c)) (trine,3')", '', '', '', "(MC,271.141,(r)) (Uranus,91.001,(d)) (opposition,8')", '', '', '', '', 4]
['17:04:23', '', '', "(Mean_Node,190.584,(r)) (MC,250.673,(c)) (sextile,5')", '', "(ASC,3.344,(r)) (Moon,273.337,(c)) (square,0')", '', "(Mars,182.651,(r)) (ASC,302.660,(c)) (trine,1')", '', '', '', "(MC,271.172,(r)) (Uranus,91.005,(d)) (opposition,10')", '', '', '', '', 4]
['17:04:31', '', '', '', '', "(ASC,3.431,(r)) (Moon,273.344,(c)) (square,5')", '', "(Mars,182.651,(r)) (ASC,302.713,(c)) (trine,4')", '', '', '', '', '', '', '', '', 2]
['17:04:39', '', '', '', '', '', '', '', "(ASC,3.519,(r)) (Moon,333.606,(d)) (30-semisextile,5')", '', '', '', '', '', '', '', 1]
['17:04:47', '', '', '', '', '', '', '', "(ASC,3.606,(r)) (Moon,333.603,(d)) (30-semisextile,0')", '', '', '', "(ASC,3.606,(r)) (Sun,123.649,(c)) (trine,3')", '', '', '', 2]
['17:04:56', '', '', '', '', "(Mercury,218.535,(r)) (ASC,308.469,(c)) (square,4')", '', "(ASC,3.693,(r)) (Mars,243.703,(d)) (trine,1')", "(ASC,3.693,(r)) (Moon,333.600,(d)) (30-semisextile,6')", "(MC,271.294,(r)) (Neptune,241.382,(d)) (30-semisextile,5')", '', '', "(Mean_Node,190.584,(r)) (ASC,70.531,(d)) (trine,3')\n(ASC,3.693,(r)) (Sun,123.625,(c)) (trine,4')", "(MC,271.294,(r)) (Uranus,91.466,(d)) (opposition,10')", '', '', 7]
['17:05:04', "(Mean_Node,190.584,(r)) (ASC,40.527,(d)) (150-quincunx,3')", '', '', '', "(Mercury,218.535,(r)) (ASC,308.527,(c)) (square,1')", "(Neptune,176.030,(r)) (MC,295.942,(d)) (trine,5')\n(ASC,3.781,(r)) (Neptune,123.804,(c)) (trine,1')", '', '', "(MC,271.325,(r)) (Neptune,241.362,(d)) (30-semisextile,2')\n(ASC,3.781,(r)) (Mercury,153.789,(c)) (150-quincunx,0')", '', '', "(Mean_Node,190.584,(r)) (ASC,70.573,(d)) (trine,1')", "(MC,271.325,(r)) (Uranus,91.470,(d)) (opposition,9')", '', '', 8]
['17:05:12', "(Mean_Node,190.584,(r)) (ASC,40.594,(d)) (150-quincunx,1')\n(Mean_Node,190.584,(r)) (ASC,325.551,(c)) (135-sesquisquare,2')", '', "(ASC,3.868,(r)) (Mean_Node,138.896,(c)) (135-sesquisquare,2')", '', "(Mercury,218.536,(r)) (ASC,308.584,(c)) (square,3')", "(Neptune,176.030,(r)) (MC,295.974,(d)) (trine,3')\n(ASC,3.868,(r)) (Neptune,123.821,(c)) (trine,3')", "(ASC,3.868,(r)) (Mean_Node,243.942,(d)) (trine,4')", '', "(MC,271.356,(r)) (Neptune,241.341,(d)) (30-semisextile,1')", "(Mars,182.651,(r)) (MC,242.589,(c)) (sextile,4')", '', "(Mean_Node,190.584,(r)) (ASC,70.614,(d)) (trine,2')", "(MC,271.356,(r)) (Uranus,91.474,(d)) (opposition,7')", '', '', 11]
['17:05:20', "(Mean_Node,190.584,(r)) (ASC,40.661,(d)) (150-quincunx,5')\n(Mean_Node,190.584,(r)) (ASC,325.624,(c)) (135-sesquisquare,2')", '', "(ASC,3.956,(r)) (Mean_Node,138.875,(c)) (135-sesquisquare,5')", '', "(MC,271.386,(r)) (Sun,241.467,(d)) (30-semisextile,5')", "(Neptune,176.030,(r)) (MC,296.006,(d)) (trine,1')\n(ASC,3.956,(r)) (Saturn,4.112,(c)) (conjunction,9')", "(ASC,3.956,(r)) (Mean_Node,243.958,(d)) (trine,0')", '', "(MC,271.386,(r)) (Neptune,241.321,(d)) (30-semisextile,4')", "(ASC,3.956,(r)) (Neptune,243.966,(d)) (trine,1')\n(Mars,182.651,(r)) (MC,242.621,(c)) (sextile,2')", '', "(Mean_Node,190.584,(r)) (ASC,70.656,(d)) (trine,4')", "(MC,271.386,(r)) (Uranus,91.478,(d)) (opposition,5')", '', '', 12]
['17:05:28', '', "(Jupiter,43.693,(r)) (ASC,313.634,(c)) (square,4')", '', '', "(MC,271.417,(r)) (Sun,241.481,(d)) (30-semisextile,4')", "(Neptune,176.030,(r)) (MC,296.038,(d)) (trine,0')\n(ASC,4.043,(r)) (Saturn,4.098,(c)) (conjunction,3')", "(ASC,4.043,(r)) (Mean_Node,243.973,(d)) (trine,4')", '', '', "(Mars,182.652,(r)) (MC,242.653,(c)) (sextile,0')", '', '', "(MC,271.417,(r)) (Uranus,91.482,(d)) (opposition,4')", '', '', 7]
['17:05:36', '', "(Jupiter,43.693,(r)) (ASC,313.696,(c)) (square,0')", '', '', "(MC,271.448,(r)) (Sun,241.495,(d)) (30-semisextile,3')", "(Neptune,176.030,(r)) (MC,296.069,(d)) (trine,2')\n(ASC,4.130,(r)) (Saturn,4.084,(c)) (conjunction,3')", "(ASC,4.130,(r)) (Mars,124.178,(c)) (trine,3')", '', '', "(Mars,182.652,(r)) (MC,242.685,(c)) (sextile,2')", "(Mars,182.652,(r)) (MC,302.585,(d)) (trine,4')", '', "(MC,271.448,(r)) (Uranus,91.486,(d)) (opposition,2')", '', '', 8]
['17:05:43', '', "(Jupiter,43.693,(r)) (ASC,313.758,(c)) (square,4')", '', '', "(MC,271.478,(r)) (Sun,241.509,(d)) (30-semisextile,2')", "(Neptune,176.030,(r)) (MC,296.101,(d)) (trine,4')\n(ASC,4.218,(r)) (Saturn,4.070,(c)) (conjunction,9')", "(ASC,4.218,(r)) (Mars,124.197,(c)) (trine,1')", '', '', "(Mars,182.652,(r)) (MC,242.717,(c)) (sextile,4')", "(Mars,182.652,(r)) (MC,302.618,(d)) (trine,2')", '', "(MC,271.478,(r)) (Uranus,91.490,(d)) (opposition,1')", '', '', 8]
['17:05:51', '', '', '', '', "(MC,271.509,(r)) (Sun,241.523,(d)) (30-semisextile,1')", '', "(ASC,4.305,(r)) (Mars,124.215,(c)) (trine,5')", '', '', '', "(Mars,182.652,(r)) (MC,302.650,(d)) (trine,0')", '', "(Venus,153.196,(r)) (MC,303.123,(d)) (150-quincunx,4')\n(MC,271.509,(r)) (Uranus,91.494,(d)) (opposition,1')", '', '', 5]
['17:06:00', "(Neptune,176.030,(r)) (ASC,40.994,(d)) (135-sesquisquare,2')\n(ASC,4.392,(r)) (Pluto,154.476,(d)) (150-quincunx,5')\n(Neptune,176.030,(r)) (ASC,325.985,(c)) (150-quincunx,3')", '', '', '', "(MC,271.540,(r)) (Sun,241.537,(d)) (30-semisextile,0')", '', '', "(ASC,4.392,(r)) (Mean_Node,244.449,(d)) (trine,3')", '', '', "(Mars,182.652,(r)) (MC,302.682,(d)) (trine,2')", '', "(Venus,153.197,(r)) (MC,303.155,(d)) (150-quincunx,2')\n(MC,271.540,(r)) (Uranus,91.498,(d)) (opposition,3')", '', '', 8]
['17:06:08', "(Neptune,176.030,(r)) (ASC,41.061,(d)) (135-sesquisquare,2')\n(ASC,4.479,(r)) (Pluto,154.454,(d)) (150-quincunx,2')\n(Neptune,176.030,(r)) (ASC,326.057,(c)) (150-quincunx,2')", '', '', '', "(MC,271.570,(r)) (Sun,241.551,(d)) (30-semisextile,1')", "(ASC,4.479,(r)) (Sun,244.529,(d)) (trine,3')", '', "(ASC,4.479,(r)) (Mean_Node,244.464,(d)) (trine,1')\n(MC,271.570,(r)) (Venus,211.657,(d)) (sextile,5')", '', '', "(Mars,182.652,(r)) (MC,302.715,(d)) (trine,4')", '', "(Moon,303.339,(r)) (MC,303.188,(d)) (conjunction,9')\n(Venus,153.197,(r)) (MC,303.188,(d)) (150-quincunx,1')\n(MC,271.570,(r)) (Uranus,91.502,(d)) (opposition,4')\n(ASC,4.479,(r)) (Sun,124.507,(c)) (trine,2')", '', '', 12]
['17:06:16', '', '', '', '', "(MC,271.601,(r)) (Sun,241.565,(d)) (30-semisextile,2')", "(ASC,4.567,(r)) (Sun,244.543,(d)) (trine,1')", '', "(ASC,4.567,(r)) (Mean_Node,244.480,(d)) (trine,5')\n(MC,271.601,(r)) (Venus,211.631,(d)) (sextile,2')", '', '', '', '', "(Moon,303.340,(r)) (MC,303.220,(d)) (conjunction,7')\n(Venus,153.197,(r)) (MC,303.220,(d)) (150-quincunx,1')\n(MC,271.601,(r)) (Uranus,91.506,(d)) (opposition,6')\n(ASC,4.567,(r)) (Sun,124.483,(c)) (trine,5')", '', '', 8]
['17:06:24', '', '', '', "(ASC,4.654,(r)) (Moon,274.692,(c)) (square,2')", "(MC,271.632,(r)) (Sun,241.578,(d)) (30-semisextile,3')", "(MC,271.632,(r)) (Sun,136.682,(c)) (135-sesquisquare,3')", "(MC,271.632,(r)) (Saturn,1.706,(c)) (square,4')", "(MC,271.632,(r)) (Venus,211.605,(d)) (sextile,2')", '', '', '', '', "(Moon,303.341,(r)) (MC,303.253,(d)) (conjunction,5')\n(Venus,153.197,(r)) (MC,303.253,(d)) (150-quincunx,3')\n(MC,271.632,(r)) (Uranus,91.510,(d)) (opposition,7')", '', '', 8]
['17:06:32', "(MC,271.662,(r)) (Moon,316.732,(d)) (45-semisquare,4')", '', '', "(ASC,4.741,(r)) (Moon,274.699,(c)) (square,3')", "(MC,271.662,(r)) (Sun,241.592,(d)) (30-semisextile,4')", "(MC,271.662,(r)) (Sun,136.658,(c)) (135-sesquisquare,0')", "(MC,271.662,(r)) (Saturn,1.691,(c)) (square,2')", "(MC,271.662,(r)) (Venus,211.579,(d)) (sextile,5')", '', '', '', '', "(Moon,303.342,(r)) (MC,303.285,(d)) (conjunction,3')\n(Venus,153.197,(r)) (MC,303.285,(d)) (150-quincunx,5')\n(MC,271.662,(r)) (Uranus,91.514,(d)) (opposition,9')", '', '', 9]
['17:06:40', "(MC,271.693,(r)) (Moon,316.734,(d)) (45-semisquare,2')", "(ASC,4.829,(r)) (Mean_Node,139.908,(c)) (135-sesquisquare,5')", '', '', "(MC,271.693,(r)) (Sun,241.606,(d)) (30-semisextile,5')", "(MC,271.693,(r)) (Sun,136.634,(c)) (135-sesquisquare,4')", "(MC,271.693,(r)) (Saturn,1.675,(c)) (square,1')", '', '', '', '', '', "(Moon,303.344,(r)) (MC,303.317,(d)) (conjunction,2')\n(MC,271.693,(r)) (Uranus,91.518,(d)) (opposition,10')", '', '', 7]
['17:06:48', "(MC,271.724,(r)) (Moon,316.737,(d)) (45-semisquare,1')", "(ASC,4.916,(r)) (Mean_Node,139.887,(c)) (135-sesquisquare,2')", '', '', "(ASC,4.916,(r)) (Jupiter,4.996,(c)) (conjunction,5')", '', "(MC,271.724,(r)) (Saturn,1.660,(c)) (square,4')", "(Venus,153.197,(r)) (ASC,303.130,(c)) (150-quincunx,4')", '', '', '', '', "(Moon,303.345,(r)) (MC,303.350,(d)) (conjunction,0')", '', '', 6]
['17:06:56', "(MC,271.754,(r)) (Moon,316.739,(d)) (45-semisquare,1')", '', '', '', "(ASC,5.003,(r)) (Jupiter,4.980,(c)) (conjunction,1')", '', '', "(Moon,303.346,(r)) (ASC,303.183,(c)) (conjunction,10')\n(Venus,153.197,(r)) (ASC,303.183,(c)) (150-quincunx,1')", '', '', '', '', "(Moon,303.346,(r)) (MC,303.382,(d)) (conjunction,2')\n(ASC,5.003,(r)) (Uranus,5.094,(c)) (conjunction,5')", '', '', 6]
['17:07:04', "(MC,271.785,(r)) (Moon,316.741,(d)) (45-semisquare,3')", '', '', '', "(ASC,5.090,(r)) (Jupiter,4.963,(c)) (conjunction,8')", '', '', "(Moon,303.347,(r)) (ASC,303.236,(c)) (conjunction,7')\n(Venus,153.197,(r)) (ASC,303.236,(c)) (150-quincunx,2')", '', '', "(Uranus,55.552,(r)) (ASC,295.473,(c)) (trine,5')", '', "(Moon,303.347,(r)) (MC,303.415,(d)) (conjunction,4')\n(ASC,5.090,(r)) (Uranus,5.071,(c)) (conjunction,1')", '', '', 7]
['17:07:12', "(MC,271.816,(r)) (Moon,316.744,(d)) (45-semisquare,4')", '', '', '', '', '', '', "(Moon,303.348,(r)) (ASC,303.288,(c)) (conjunction,4')\n(Venus,153.197,(r)) (ASC,303.288,(c)) (150-quincunx,5')", '', '', "(Uranus,55.552,(r)) (ASC,295.519,(c)) (trine,2')", '', "(Moon,303.348,(r)) (MC,303.447,(d)) (conjunction,6')\n(ASC,5.177,(r)) (Uranus,5.049,(c)) (conjunction,8')", '', '', 6]
['17:07:20', '', '', '', '', '', '', '', "(Moon,303.349,(r)) (ASC,303.341,(c)) (conjunction,0')", "(ASC,5.265,(r)) (Mars,245.275,(d)) (trine,1')", '', "(Uranus,55.552,(r)) (ASC,295.565,(c)) (trine,1')", '', "(Moon,303.349,(r)) (MC,303.479,(d)) (conjunction,8')", '', '', 4]
['17:07:28', '', '', '', '', '', '', '', "(Moon,303.350,(r)) (ASC,303.394,(c)) (conjunction,3')", '', '', "(Uranus,55.552,(r)) (ASC,295.612,(c)) (trine,4')", '', "(Moon,303.350,(r)) (MC,303.512,(d)) (conjunction,10')", '', '', 3]
['17:07:36', '', '', '', '', '', '', '', "(Moon,303.352,(r)) (ASC,303.447,(c)) (conjunction,6')", '', '', '', '', '', '', '', 1]
['17:07:44', '', '', '', '', "(ASC,5.526,(r)) (Sun,140.511,(c)) (135-sesquisquare,1')", '', '', "(Moon,303.353,(r)) (ASC,303.500,(c)) (conjunction,9')", '', '', '', '', '', '', '', 2]
['17:07:52', '', '', '', '', '', '', "(Pluto,124.188,(r)) (ASC,304.034,(c)) (opposition,9')", '', '', '', "(ASC,5.613,(r)) (Uranus,5.768,(c)) (conjunction,9')", '', '', '', '', 2]
['17:08:00', '', '', "(Jupiter,43.693,(r)) (ASC,313.620,(c)) (square,4')", '', '', '', "(Pluto,124.188,(r)) (ASC,304.088,(c)) (opposition,6')", '', '', '', "(ASC,5.700,(r)) (Uranus,5.746,(c)) (conjunction,3')", '', '', '', '', 3]
['17:08:08', '', '', "(Jupiter,43.693,(r)) (ASC,313.682,(c)) (square,1')", '', '', '', "(Mars,182.653,(r)) (ASC,62.562,(d)) (trine,5')\n(Pluto,124.188,(r)) (ASC,304.141,(c)) (opposition,3')", '', '', '', "(ASC,5.787,(r)) (Uranus,5.724,(c)) (conjunction,4')", '', '', '', '', 4]
['17:08:16', '', '', "(Jupiter,43.693,(r)) (ASC,313.744,(c)) (square,3')", "(Uranus,55.552,(r)) (ASC,55.405,(d)) (conjunction,9')", '', '', "(Mars,182.653,(r)) (ASC,62.610,(d)) (trine,3')\n(Pluto,124.188,(r)) (ASC,304.195,(c)) (opposition,0')", '', '', '', "(ASC,5.874,(r)) (Uranus,5.702,(c)) (conjunction,10')", '', '', '', '', 5]
['17:08:24', "(ASC,5.962,(r)) (Venus,186.108,(d)) (opposition,9')", '', '', "(Uranus,55.552,(r)) (ASC,55.459,(d)) (conjunction,6')", '', '', "(Mars,182.653,(r)) (ASC,62.657,(d)) (trine,0')\n(Pluto,124.188,(r)) (ASC,304.248,(c)) (opposition,4')", '', '', '', "(Neptune,176.030,(r)) (ASC,295.938,(c)) (trine,6')", '', '', '', '', 5]
['17:08:32', "(ASC,6.049,(r)) (Venus,186.092,(d)) (opposition,3')", '', '', "(Uranus,55.552,(r)) (ASC,55.513,(d)) (conjunction,2')", '', '', "(Mars,182.653,(r)) (ASC,62.705,(d)) (trine,3')\n(Pluto,124.188,(r)) (ASC,304.302,(c)) (opposition,7')", "(Venus,153.199,(r)) (ASC,63.135,(d)) (square,4')", '', '', "(Neptune,176.030,(r)) (ASC,295.984,(c)) (trine,3')", '', '', '', '', 6]
['17:08:40', "(ASC,6.136,(r)) (Venus,186.075,(d)) (opposition,4')", "(ASC,6.136,(r)) (Moon,276.174,(c)) (square,2')", '', "(Uranus,55.552,(r)) (ASC,55.567,(d)) (conjunction,1')", '', '', "(Pluto,124.188,(r)) (ASC,304.356,(c)) (opposition,10')", "(Venus,153.199,(r)) (ASC,63.183,(d)) (square,1')", '', '', "(Neptune,176.030,(r)) (ASC,296.031,(c)) (trine,0')", '', '', "(MC,272.153,(r)) (Uranus,2.215,(c)) (square,4')", '', 7]
['17:08:48', "(ASC,6.223,(r)) (Venus,186.058,(d)) (opposition,10')\n(MC,272.184,(r)) (Mean_Node,152.252,(c)) (trine,4')", "(ASC,6.223,(r)) (Moon,276.181,(c)) (square,3')", '', "(Uranus,55.552,(r)) (ASC,55.620,(d)) (conjunction,4')", '', '', '', "(Venus,153.199,(r)) (ASC,63.230,(d)) (square,2')", '', '', "(Neptune,176.030,(r)) (ASC,296.078,(c)) (trine,3')", '', '', "(ASC,6.223,(r)) (Mercury,141.271,(c)) (135-sesquisquare,3')\n(MC,272.184,(r)) (Uranus,2.191,(c)) (square,0')", '', 8]
['17:08:56', "(MC,272.214,(r)) (Mean_Node,152.233,(c)) (trine,1')", '', '', "(Uranus,55.552,(r)) (ASC,55.674,(d)) (conjunction,7')", '', '', '', "(Moon,303.363,(r)) (ASC,63.278,(d)) (trine,5')\n(Venus,153.199,(r)) (ASC,63.278,(d)) (square,5')", '', '', '', '', '', "(ASC,6.310,(r)) (Mercury,141.232,(c)) (135-sesquisquare,5')\n(MC,272.214,(r)) (Uranus,2.167,(c)) (square,3')", "(MC,272.214,(r)) (Saturn,92.389,(d)) (opposition,11')", 7]
