['Time, Count, opp-conj: 0, sqr-tri-sext: 0, major: 0, minor: 0, empty: 13']
['04:36:55, 191, opp-conj: 3, sqr-tri-sext: 7, major: 10, minor: 3, empty: 6']
['04:37:03, 174, opp-conj: 4, sqr-tri-sext: 5, major: 9, minor: 2, empty: 5']
['04:37:11, 211, opp-conj: 5, sqr-tri-sext: 5, major: 10, minor: 4, empty: 4']
['04:37:19, 182, opp-conj: 3, sqr-tri-sext: 6, major: 9, minor: 3, empty: 4']
['04:37:27, 144, opp-conj: 3, sqr-tri-sext: 4, major: 7, minor: 2, empty: 5']
['04:37:35, 124, opp-conj: 3, sqr-tri-sext: 2, major: 5, minor: 3, empty: 7']
['04:37:43, 118, opp-conj: 3, sqr-tri-sext: 2, major: 5, minor: 2, empty: 8']
['04:37:51, 106, opp-conj: 2, sqr-tri-sext: 2, major: 4, minor: 3, empty: 9']
['04:37:59, 122, opp-conj: 3, sqr-tri-sext: 2, major: 5, minor: 3, empty: 9']
['04:38:07, 46, opp-conj: 1, sqr-tri-sext: 1, major: 2, minor: 2, empty: 9']
['04:38:15, 72, opp-conj: 1, sqr-tri-sext: 2, major: 3, minor: 3, empty: 8']
['04:38:23, 94, opp-conj: 1, sqr-tri-sext: 4, major: 5, minor: 3, empty: 7']
['04:38:31, 121, opp-conj: 2, sqr-tri-sext: 4, major: 6, minor: 3, empty: 6']
['04:38:39, 121, opp-conj: 2, sqr-tri-sext: 4, major: 6, minor: 3, empty: 6']
['04:38:47, 79, opp-conj: 2, sqr-tri-sext: 2, major: 4, minor: 2, empty: 7']
['04:38:55, 71, opp-conj: 2, sqr-tri-sext: 2, major: 4, minor: 1, empty: 8']
['04:39:03, 71, opp-conj: 2, sqr-tri-sext: 1, major: 3, minor: 3, empty: 8']
['04:39:11, 61, opp-conj: 2, sqr-tri-sext: 0, major: 2, minor: 3, empty: 8']
['04:39:19, 84, opp-conj: 3, sqr-tri-sext: 0, major: 3, minor: 3, empty: 7']
['04:39:27, 53, opp-conj: 1, sqr-tri-sext: 1, major: 2, minor: 3, empty: 9']
['04:39:35, 61, opp-conj: 1, sqr-tri-sext: 1, major: 2, minor: 4, empty: 8']
['04:39:43, 75, opp-conj: 1, sqr-tri-sext: 2, major: 3, minor: 3, empty: 8']
['04:39:51, 77, opp-conj: 1, sqr-tri-sext: 2, major: 3, minor: 3, empty: 7']
['04:40:00, 85, opp-conj: 1, sqr-tri-sext: 2, major: 3, minor: 4, empty: 6']
['04:40:08, 81, opp-conj: 1, sqr-tri-sext: 1, major: 2, minor: 5, empty: 6']
['04:40:15, 36, opp-conj: 0, sqr-tri-sext: 0, major: 0, minor: 5, empty: 8']
['04:40:23, 72, opp-conj: 0, sqr-tri-sext: 2, major: 2, minor: 5, empty: 7']
['04:40:31, 70, opp-conj: 0, sqr-tri-sext: 2, major: 2, minor: 5, empty: 7']
['04:40:39, 62, opp-conj: 0, sqr-tri-sext: 2, major: 2, minor: 4, empty: 7']
['04:40:47, 137, opp-conj: 2, sqr-tri-sext: 4, major: 6, minor: 4, empty: 4']
['04:40:56, 161, opp-conj: 2, sqr-tri-sext: 4, major: 6, minor: 7, empty: 3']
['04:41:04, 169, opp-conj: 2, sqr-tri-sext: 5, major: 7, minor: 6, empty: 3']
['04:41:12, 135, opp-conj: 2, sqr-tri-sext: 3, major: 5, minor: 6, empty: 4']
['04:41:20, 129, opp-conj: 2, sqr-tri-sext: 3, major: 5, minor: 5, empty: 5']
['04:41:28, 83, opp-conj: 2, sqr-tri-sext: 1, major: 3, minor: 3, empty: 7']
['04:41:36, 144, opp-conj: 3, sqr-tri-sext: 2, major: 5, minor: 5, empty: 4']
['04:41:44, 168, opp-conj: 3, sqr-tri-sext: 4, major: 7, minor: 4, empty: 4']
['04:41:52, 156, opp-conj: 3, sqr-tri-sext: 4, major: 7, minor: 3, empty: 4']
['04:41:59, 176, opp-conj: 4, sqr-tri-sext: 4, major: 8, minor: 3, empty: 3']
['04:42:07, 168, opp-conj: 4, sqr-tri-sext: 3, major: 7, minor: 5, empty: 4']
['04:42:15, 154, opp-conj: 4, sqr-tri-sext: 3, major: 7, minor: 4, empty: 5']
['04:42:23, 146, opp-conj: 4, sqr-tri-sext: 3, major: 7, minor: 3, empty: 6']
['04:42:31, 114, opp-conj: 3, sqr-tri-sext: 2, major: 5, minor: 3, empty: 8']
['04:42:39, 91, opp-conj: 2, sqr-tri-sext: 3, major: 5, minor: 0, empty: 9']
['04:42:47, 119, opp-conj: 2, sqr-tri-sext: 4, major: 6, minor: 1, empty: 9']
['04:42:56, 68, opp-conj: 1, sqr-tri-sext: 2, major: 3, minor: 1, empty: 9']
['04:43:04, 82, opp-conj: 1, sqr-tri-sext: 2, major: 3, minor: 3, empty: 8']
['04:43:12, 94, opp-conj: 1, sqr-tri-sext: 2, major: 3, minor: 5, empty: 6']
['04:43:20, 94, opp-conj: 1, sqr-tri-sext: 2, major: 3, minor: 5, empty: 6']
['04:43:28, 99, opp-conj: 2, sqr-tri-sext: 1, major: 3, minor: 5, empty: 7']
['04:43:35, 121, opp-conj: 2, sqr-tri-sext: 2, major: 4, minor: 5, empty: 6']
['04:43:43, 81, opp-conj: 1, sqr-tri-sext: 1, major: 2, minor: 5, empty: 7']
['04:43:51, 89, opp-conj: 1, sqr-tri-sext: 1, major: 2, minor: 6, empty: 6']
['04:43:59, 119, opp-conj: 1, sqr-tri-sext: 2, major: 3, minor: 7, empty: 5']
['04:44:07, 113, opp-conj: 1, sqr-tri-sext: 2, major: 3, minor: 6, empty: 5']
['04:44:15, 103, opp-conj: 1, sqr-tri-sext: 2, major: 3, minor: 5, empty: 6']
['04:44:23, 93, opp-conj: 1, sqr-tri-sext: 2, major: 3, minor: 5, empty: 6']
['04:44:31, 78, opp-conj: 0, sqr-tri-sext: 4, major: 4, minor: 3, empty: 7']
['04:44:39, 94, opp-conj: 0, sqr-tri-sext: 5, major: 5, minor: 3, empty: 7']
['04:44:47, 104, opp-conj: 0, sqr-tri-sext: 6, major: 6, minor: 2, empty: 7']
['04:44:56, 112, opp-conj: 0, sqr-tri-sext: 6, major: 6, minor: 3, empty: 6']
['04:45:04, 96, opp-conj: 0, sqr-tri-sext: 5, major: 5, minor: 3, empty: 6']
['04:45:12, 117, opp-conj: 1, sqr-tri-sext: 4, major: 5, minor: 4, empty: 6']
['04:45:19, 91, opp-conj: 2, sqr-tri-sext: 1, major: 3, minor: 4, empty: 7']
['04:45:27, 103, opp-conj: 2, sqr-tri-sext: 2, major: 4, minor: 3, empty: 7']
['04:45:35, 107, opp-conj: 2, sqr-tri-sext: 2, major: 4, minor: 4, empty: 7']
['04:45:43, 141, opp-conj: 2, sqr-tri-sext: 3, major: 5, minor: 6, empty: 4']
['04:45:51, 143, opp-conj: 2, sqr-tri-sext: 3, major: 5, minor: 6, empty: 5']
['04:45:59, 159, opp-conj: 2, sqr-tri-sext: 4, major: 6, minor: 6, empty: 4']
['04:46:07, 164, opp-conj: 3, sqr-tri-sext: 2, major: 5, minor: 8, empty: 4']
['04:46:15, 135, opp-conj: 2, sqr-tri-sext: 2, major: 4, minor: 8, empty: 4']
['04:46:23, 111, opp-conj: 2, sqr-tri-sext: 2, major: 4, minor: 5, empty: 5']
['04:46:31, 137, opp-conj: 2, sqr-tri-sext: 4, major: 6, minor: 3, empty: 5']
['04:46:39, 111, opp-conj: 2, sqr-tri-sext: 3, major: 5, minor: 2, empty: 7']
['04:46:47, 111, opp-conj: 1, sqr-tri-sext: 3, major: 4, minor: 4, empty: 7']
['04:46:56, 190, opp-conj: 3, sqr-tri-sext: 4, major: 7, minor: 7, empty: 4']
['04:47:03, 169, opp-conj: 3, sqr-tri-sext: 3, major: 6, minor: 7, empty: 5']
['04:47:11, 195, opp-conj: 3, sqr-tri-sext: 4, major: 7, minor: 8, empty: 4']
['04:47:19, 201, opp-conj: 3, sqr-tri-sext: 4, major: 7, minor: 9, empty: 4']
['04:47:27, 217, opp-conj: 4, sqr-tri-sext: 5, major: 9, minor: 7, empty: 4']
['04:47:35, 237, opp-conj: 4, sqr-tri-sext: 6, major: 10, minor: 7, empty: 4']
['04:47:43, 203, opp-conj: 4, sqr-tri-sext: 4, major: 8, minor: 7, empty: 5']
['04:47:51, 210, opp-conj: 5, sqr-tri-sext: 3, major: 8, minor: 7, empty: 4']
['04:47:59, 161, opp-conj: 4, sqr-tri-sext: 2, major: 6, minor: 6, empty: 5']
['04:48:07, 145, opp-conj: 4, sqr-tri-sext: 2, major: 6, minor: 4, empty: 5']
['04:48:15, 185, opp-conj: 5, sqr-tri-sext: 4, major: 9, minor: 3, empty: 3']
['04:48:23, 198, opp-conj: 6, sqr-tri-sext: 3, major: 9, minor: 4, empty: 3']
['04:48:31, 196, opp-conj: 6, sqr-tri-sext: 3, major: 9, minor: 4, empty: 3']
['04:48:39, 178, opp-conj: 4, sqr-tri-sext: 4, major: 8, minor: 3, empty: 4']
['04:48:47, 209, opp-conj: 2, sqr-tri-sext: 7, major: 9, minor: 6, empty: 3']
['04:48:55, 191, opp-conj: 2, sqr-tri-sext: 6, major: 8, minor: 5, empty: 6']
['04:49:03, 191, opp-conj: 2, sqr-tri-sext: 6, major: 8, minor: 5, empty: 6']
['04:49:11, 196, opp-conj: 3, sqr-tri-sext: 5, major: 8, minor: 5, empty: 5']
['04:49:19, 163, opp-conj: 4, sqr-tri-sext: 3, major: 7, minor: 2, empty: 6']
['04:49:27, 160, opp-conj: 3, sqr-tri-sext: 2, major: 5, minor: 7, empty: 4']
['04:49:35, 150, opp-conj: 3, sqr-tri-sext: 0, major: 3, minor: 11, empty: 4']
['04:49:43, 150, opp-conj: 3, sqr-tri-sext: 0, major: 3, minor: 11, empty: 5']
['04:49:51, 142, opp-conj: 2, sqr-tri-sext: 0, major: 2, minor: 12, empty: 4']
['04:49:59, 120, opp-conj: 2, sqr-tri-sext: 0, major: 2, minor: 9, empty: 6']
['04:50:07, 118, opp-conj: 2, sqr-tri-sext: 1, major: 3, minor: 7, empty: 8']
['04:50:15, 111, opp-conj: 1, sqr-tri-sext: 3, major: 4, minor: 6, empty: 7']
['04:50:23, 96, opp-conj: 0, sqr-tri-sext: 5, major: 5, minor: 4, empty: 7']
['04:50:31, 88, opp-conj: 0, sqr-tri-sext: 5, major: 5, minor: 3, empty: 8']
['04:50:39, 68, opp-conj: 0, sqr-tri-sext: 4, major: 4, minor: 2, empty: 9']
['04:50:47, 76, opp-conj: 0, sqr-tri-sext: 4, major: 4, minor: 3, empty: 7']
['04:50:55, 120, opp-conj: 1, sqr-tri-sext: 5, major: 6, minor: 4, empty: 6']
['04:51:04, 94, opp-conj: 1, sqr-tri-sext: 3, major: 4, minor: 4, empty: 7']
['04:51:12, 110, opp-conj: 1, sqr-tri-sext: 3, major: 4, minor: 5, empty: 6']
['04:51:20, 104, opp-conj: 1, sqr-tri-sext: 3, major: 4, minor: 4, empty: 7']
['04:51:28, 74, opp-conj: 1, sqr-tri-sext: 1, major: 2, minor: 5, empty: 7']
['04:51:36, 82, opp-conj: 1, sqr-tri-sext: 1, major: 2, minor: 6, empty: 7']
['04:51:44, 82, opp-conj: 1, sqr-tri-sext: 1, major: 2, minor: 6, empty: 8']
['04:51:52, 54, opp-conj: 1, sqr-tri-sext: 0, major: 1, minor: 5, empty: 9']
['04:52:00, 74, opp-conj: 2, sqr-tri-sext: 0, major: 2, minor: 5, empty: 8']
['04:52:07, 66, opp-conj: 2, sqr-tri-sext: 0, major: 2, minor: 4, empty: 8']
['04:52:15, 54, opp-conj: 1, sqr-tri-sext: 1, major: 2, minor: 2, empty: 10']
['04:52:23, 68, opp-conj: 2, sqr-tri-sext: 1, major: 3, minor: 1, empty: 9']
['04:52:31, 74, opp-conj: 2, sqr-tri-sext: 1, major: 3, minor: 2, empty: 10']
['04:52:39, 106, opp-conj: 2, sqr-tri-sext: 3, major: 5, minor: 3, empty: 8']
['04:52:47, 143, opp-conj: 3, sqr-tri-sext: 3, major: 6, minor: 5, empty: 6']
['04:52:56, 171, opp-conj: 4, sqr-tri-sext: 3, major: 7, minor: 6, empty: 5']
['04:53:04, 205, opp-conj: 4, sqr-tri-sext: 5, major: 9, minor: 6, empty: 5']
['04:53:12, 221, opp-conj: 4, sqr-tri-sext: 5, major: 9, minor: 8, empty: 5']
['04:53:20, 195, opp-conj: 4, sqr-tri-sext: 3, major: 7, minor: 9, empty: 5']
['04:53:28, 171, opp-conj: 4, sqr-tri-sext: 2, major: 6, minor: 7, empty: 5']
['04:53:36, 95, opp-conj: 2, sqr-tri-sext: 1, major: 3, minor: 5, empty: 6']
['04:53:44, 117, opp-conj: 2, sqr-tri-sext: 2, major: 4, minor: 6, empty: 4']
['04:53:51, 72, opp-conj: 1, sqr-tri-sext: 1, major: 2, minor: 5, empty: 7']
['04:53:59, 78, opp-conj: 1, sqr-tri-sext: 2, major: 3, minor: 4, empty: 8']
['04:54:07, 94, opp-conj: 1, sqr-tri-sext: 2, major: 3, minor: 6, empty: 7']
['04:54:15, 88, opp-conj: 1, sqr-tri-sext: 2, major: 3, minor: 5, empty: 7']
['04:54:23, 76, opp-conj: 0, sqr-tri-sext: 2, major: 2, minor: 6, empty: 7']
['04:54:31, 58, opp-conj: 0, sqr-tri-sext: 1, major: 1, minor: 5, empty: 7']
['04:54:39, 58, opp-conj: 0, sqr-tri-sext: 1, major: 1, minor: 5, empty: 8']
['04:54:47, 78, opp-conj: 0, sqr-tri-sext: 3, major: 3, minor: 5, empty: 6']
['04:54:56, 82, opp-conj: 1, sqr-tri-sext: 3, major: 4, minor: 3, empty: 8']
['04:55:04, 116, opp-conj: 1, sqr-tri-sext: 5, major: 6, minor: 3, empty: 7']
['04:55:12, 124, opp-conj: 1, sqr-tri-sext: 5, major: 6, minor: 4, empty: 6']
['04:55:20, 102, opp-conj: 1, sqr-tri-sext: 3, major: 4, minor: 5, empty: 7']
['04:55:28, 116, opp-conj: 1, sqr-tri-sext: 4, major: 5, minor: 5, empty: 7']
['04:55:35, 114, opp-conj: 1, sqr-tri-sext: 3, major: 4, minor: 6, empty: 7']
['04:55:43, 133, opp-conj: 2, sqr-tri-sext: 2, major: 4, minor: 7, empty: 6']
['04:55:51, 170, opp-conj: 4, sqr-tri-sext: 2, major: 6, minor: 6, empty: 5']
['04:55:59, 138, opp-conj: 4, sqr-tri-sext: 1, major: 5, minor: 4, empty: 7']
['04:56:07, 176, opp-conj: 4, sqr-tri-sext: 2, major: 6, minor: 7, empty: 4']
['04:56:15, 172, opp-conj: 3, sqr-tri-sext: 3, major: 6, minor: 7, empty: 3']
['04:56:23, 186, opp-conj: 4, sqr-tri-sext: 4, major: 8, minor: 5, empty: 3']
['04:56:31, 202, opp-conj: 4, sqr-tri-sext: 5, major: 9, minor: 5, empty: 2']
['04:56:39, 244, opp-conj: 4, sqr-tri-sext: 7, major: 11, minor: 7, empty: 2']
['04:56:47, 252, opp-conj: 4, sqr-tri-sext: 7, major: 11, minor: 8, empty: 2']
['04:56:56, 227, opp-conj: 3, sqr-tri-sext: 7, major: 10, minor: 8, empty: 2']
['04:57:04, 201, opp-conj: 3, sqr-tri-sext: 5, major: 8, minor: 8, empty: 2']
['04:57:11, 151, opp-conj: 3, sqr-tri-sext: 4, major: 7, minor: 4, empty: 5']
['04:57:19, 115, opp-conj: 3, sqr-tri-sext: 2, major: 5, minor: 3, empty: 7']
['04:57:27, 99, opp-conj: 2, sqr-tri-sext: 2, major: 4, minor: 4, empty: 7']
['04:57:35, 107, opp-conj: 2, sqr-tri-sext: 2, major: 4, minor: 5, empty: 6']
['04:57:43, 107, opp-conj: 2, sqr-tri-sext: 2, major: 4, minor: 5, empty: 6']
['04:57:51, 84, opp-conj: 1, sqr-tri-sext: 2, major: 3, minor: 5, empty: 6']
['04:57:59, 46, opp-conj: 0, sqr-tri-sext: 1, major: 1, minor: 4, empty: 8']
['04:58:07, 80, opp-conj: 1, sqr-tri-sext: 2, major: 3, minor: 4, empty: 7']
['04:58:15, 120, opp-conj: 1, sqr-tri-sext: 4, major: 5, minor: 5, empty: 6']
['04:58:23, 126, opp-conj: 2, sqr-tri-sext: 4, major: 6, minor: 4, empty: 5']
['04:58:31, 197, opp-conj: 3, sqr-tri-sext: 6, major: 9, minor: 5, empty: 4']
['04:58:39, 226, opp-conj: 5, sqr-tri-sext: 5, major: 10, minor: 5, empty: 3']
['04:58:47, 202, opp-conj: 5, sqr-tri-sext: 3, major: 8, minor: 6, empty: 3']
['04:58:55, 202, opp-conj: 5, sqr-tri-sext: 3, major: 8, minor: 6, empty: 3']
['04:59:03, 178, opp-conj: 5, sqr-tri-sext: 2, major: 7, minor: 5, empty: 5']
['04:59:11, 212, opp-conj: 6, sqr-tri-sext: 3, major: 9, minor: 5, empty: 5']
['04:59:19, 192, opp-conj: 6, sqr-tri-sext: 2, major: 8, minor: 5, empty: 4']
['04:59:27, 194, opp-conj: 6, sqr-tri-sext: 2, major: 8, minor: 5, empty: 3']
['04:59:35, 233, opp-conj: 6, sqr-tri-sext: 3, major: 9, minor: 8, empty: 3']
['04:59:43, 192, opp-conj: 5, sqr-tri-sext: 3, major: 8, minor: 6, empty: 3']
['04:59:51, 154, opp-conj: 4, sqr-tri-sext: 2, major: 6, minor: 5, empty: 5']
['05:00:00, 200, opp-conj: 5, sqr-tri-sext: 4, major: 9, minor: 5, empty: 4']
['05:00:08, 204, opp-conj: 4, sqr-tri-sext: 5, major: 9, minor: 6, empty: 4']
['05:00:16, 229, opp-conj: 5, sqr-tri-sext: 5, major: 10, minor: 6, empty: 5']
['05:00:24, 216, opp-conj: 5, sqr-tri-sext: 5, major: 10, minor: 4, empty: 5']
['05:00:32, 214, opp-conj: 5, sqr-tri-sext: 5, major: 10, minor: 4, empty: 4']
['05:00:39, 214, opp-conj: 5, sqr-tri-sext: 5, major: 10, minor: 4, empty: 4']
['05:00:47, 190, opp-conj: 5, sqr-tri-sext: 3, major: 8, minor: 5, empty: 5']
['05:00:56, 124, opp-conj: 4, sqr-tri-sext: 1, major: 5, minor: 3, empty: 7']
['05:01:04, 124, opp-conj: 4, sqr-tri-sext: 1, major: 5, minor: 3, empty: 6']
['05:01:12, 145, opp-conj: 4, sqr-tri-sext: 2, major: 6, minor: 3, empty: 5']
['05:01:20, 106, opp-conj: 3, sqr-tri-sext: 1, major: 4, minor: 3, empty: 8']
['05:01:28, 114, opp-conj: 3, sqr-tri-sext: 1, major: 4, minor: 4, empty: 7']
['05:01:36, 128, opp-conj: 3, sqr-tri-sext: 2, major: 5, minor: 3, empty: 7']
['05:01:44, 128, opp-conj: 3, sqr-tri-sext: 2, major: 5, minor: 3, empty: 6']
['05:01:52, 130, opp-conj: 3, sqr-tri-sext: 2, major: 5, minor: 3, empty: 7']
['05:02:00, 131, opp-conj: 2, sqr-tri-sext: 3, major: 5, minor: 4, empty: 8']
['05:02:08, 114, opp-conj: 1, sqr-tri-sext: 4, major: 5, minor: 3, empty: 9']
['05:02:15, 144, opp-conj: 2, sqr-tri-sext: 4, major: 6, minor: 5, empty: 7']
['05:02:23, 114, opp-conj: 1, sqr-tri-sext: 3, major: 4, minor: 6, empty: 7']
['05:02:31, 102, opp-conj: 1, sqr-tri-sext: 2, major: 3, minor: 7, empty: 6']
['05:02:39, 102, opp-conj: 1, sqr-tri-sext: 2, major: 3, minor: 7, empty: 5']
['05:02:47, 126, opp-conj: 1, sqr-tri-sext: 3, major: 4, minor: 8, empty: 4']
['05:02:56, 92, opp-conj: 1, sqr-tri-sext: 1, major: 2, minor: 8, empty: 5']
['05:03:04, 112, opp-conj: 1, sqr-tri-sext: 3, major: 4, minor: 5, empty: 6']
['05:03:12, 114, opp-conj: 1, sqr-tri-sext: 4, major: 5, minor: 4, empty: 6']
['05:03:20, 120, opp-conj: 1, sqr-tri-sext: 4, major: 5, minor: 5, empty: 4']
['05:03:28, 130, opp-conj: 1, sqr-tri-sext: 5, major: 6, minor: 5, empty: 3']
['05:03:36, 114, opp-conj: 1, sqr-tri-sext: 5, major: 6, minor: 3, empty: 5']
['05:03:44, 128, opp-conj: 1, sqr-tri-sext: 5, major: 6, minor: 5, empty: 4']
['05:03:52, 123, opp-conj: 1, sqr-tri-sext: 4, major: 5, minor: 5, empty: 4']
['05:03:59, 131, opp-conj: 2, sqr-tri-sext: 4, major: 6, minor: 4, empty: 4']
['05:04:07, 95, opp-conj: 2, sqr-tri-sext: 2, major: 4, minor: 4, empty: 6']
['05:04:15, 81, opp-conj: 2, sqr-tri-sext: 2, major: 4, minor: 2, empty: 9']
['05:04:23, 89, opp-conj: 2, sqr-tri-sext: 2, major: 4, minor: 3, empty: 8']
['05:04:31, 109, opp-conj: 2, sqr-tri-sext: 3, major: 5, minor: 3, empty: 7']
['05:04:39, 115, opp-conj: 2, sqr-tri-sext: 3, major: 5, minor: 4, empty: 6']
['05:04:47, 121, opp-conj: 2, sqr-tri-sext: 3, major: 5, minor: 4, empty: 6']
['05:04:56, 139, opp-conj: 3, sqr-tri-sext: 3, major: 6, minor: 3, empty: 6']
['05:05:04, 137, opp-conj: 3, sqr-tri-sext: 3, major: 6, minor: 3, empty: 6']
['05:05:12, 153, opp-conj: 3, sqr-tri-sext: 3, major: 6, minor: 5, empty: 6']
['05:05:20, 136, opp-conj: 2, sqr-tri-sext: 3, major: 5, minor: 6, empty: 6']
['05:05:28, 138, opp-conj: 2, sqr-tri-sext: 3, major: 5, minor: 7, empty: 6']
['05:05:36, 138, opp-conj: 2, sqr-tri-sext: 3, major: 5, minor: 7, empty: 6']
['05:05:43, 128, opp-conj: 1, sqr-tri-sext: 3, major: 4, minor: 8, empty: 5']
['05:05:51, 124, opp-conj: 1, sqr-tri-sext: 5, major: 6, minor: 4, empty: 5']
['05:06:00, 130, opp-conj: 1, sqr-tri-sext: 5, major: 6, minor: 5, empty: 3']
['05:06:08, 130, opp-conj: 1, sqr-tri-sext: 5, major: 6, minor: 4, empty: 7']
['05:06:16, 138, opp-conj: 1, sqr-tri-sext: 5, major: 6, minor: 5, empty: 6']
['05:06:24, 190, opp-conj: 1, sqr-tri-sext: 8, major: 9, minor: 5, empty: 4']
['05:06:32, 180, opp-conj: 1, sqr-tri-sext: 8, major: 9, minor: 4, empty: 5']
['05:06:40, 172, opp-conj: 0, sqr-tri-sext: 8, major: 8, minor: 5, empty: 4']
['05:06:48, 136, opp-conj: 0, sqr-tri-sext: 7, major: 7, minor: 3, empty: 5']
['05:06:56, 210, opp-conj: 0, sqr-tri-sext: 12, major: 12, minor: 2, empty: 4']
['05:07:04, 198, opp-conj: 0, sqr-tri-sext: 11, major: 11, minor: 3, empty: 4']
['05:07:12, 174, opp-conj: 0, sqr-tri-sext: 10, major: 10, minor: 2, empty: 5']
['05:07:20, 186, opp-conj: 0, sqr-tri-sext: 10, major: 10, minor: 3, empty: 6']
['05:07:28, 158, opp-conj: 0, sqr-tri-sext: 8, major: 8, minor: 3, empty: 5']
['05:07:36, 116, opp-conj: 0, sqr-tri-sext: 5, major: 5, minor: 3, empty: 6']
['05:07:44, 74, opp-conj: 0, sqr-tri-sext: 3, major: 3, minor: 3, empty: 8']
['05:07:52, 40, opp-conj: 0, sqr-tri-sext: 1, major: 1, minor: 3, empty: 9']
['05:08:00, 40, opp-conj: 0, sqr-tri-sext: 1, major: 1, minor: 3, empty: 10']
['05:08:08, 100, opp-conj: 0, sqr-tri-sext: 4, major: 4, minor: 5, empty: 7']
['05:08:16, 100, opp-conj: 0, sqr-tri-sext: 4, major: 4, minor: 5, empty: 7']
['05:08:24, 110, opp-conj: 0, sqr-tri-sext: 5, major: 5, minor: 5, empty: 6']
['05:08:32, 118, opp-conj: 1, sqr-tri-sext: 4, major: 5, minor: 6, empty: 6']
['05:08:40, 120, opp-conj: 1, sqr-tri-sext: 5, major: 6, minor: 4, empty: 6']
['05:08:48, 102, opp-conj: 1, sqr-tri-sext: 3, major: 4, minor: 6, empty: 5']
['05:08:56, 80, opp-conj: 1, sqr-tri-sext: 2, major: 3, minor: 5, empty: 7']
['05:09:04, 74, opp-conj: 1, sqr-tri-sext: 2, major: 3, minor: 4, empty: 6']
['05:09:12, 64, opp-conj: 1, sqr-tri-sext: 0, major: 1, minor: 6, empty: 7']
['05:09:20, 60, opp-conj: 1, sqr-tri-sext: 1, major: 2, minor: 4, empty: 9']
['05:09:28, 66, opp-conj: 1, sqr-tri-sext: 1, major: 2, minor: 5, empty: 8']
['05:09:36, 76, opp-conj: 1, sqr-tri-sext: 2, major: 3, minor: 4, empty: 8']
['05:09:44, 32, opp-conj: 0, sqr-tri-sext: 2, major: 2, minor: 1, empty: 10']
['05:09:52, 106, opp-conj: 0, sqr-tri-sext: 5, major: 5, minor: 4, empty: 7']
['05:10:00, 134, opp-conj: 1, sqr-tri-sext: 5, major: 6, minor: 4, empty: 6']
['05:10:08, 136, opp-conj: 1, sqr-tri-sext: 5, major: 6, minor: 5, empty: 5']
['05:10:16, 164, opp-conj: 2, sqr-tri-sext: 5, major: 7, minor: 6, empty: 5']
['05:10:24, 112, opp-conj: 2, sqr-tri-sext: 3, major: 5, minor: 4, empty: 5']
['05:10:32, 92, opp-conj: 2, sqr-tri-sext: 2, major: 4, minor: 4, empty: 6']
['05:10:40, 118, opp-conj: 2, sqr-tri-sext: 4, major: 6, minor: 2, empty: 5']
['05:10:47, 118, opp-conj: 2, sqr-tri-sext: 4, major: 6, minor: 2, empty: 5']
['05:10:56, 126, opp-conj: 2, sqr-tri-sext: 4, major: 6, minor: 3, empty: 6']
['05:11:04, 174, opp-conj: 2, sqr-tri-sext: 7, major: 9, minor: 3, empty: 3']
['05:11:12, 154, opp-conj: 2, sqr-tri-sext: 6, major: 8, minor: 3, empty: 3']
['05:11:20, 186, opp-conj: 2, sqr-tri-sext: 7, major: 9, minor: 5, empty: 2']
['05:11:28, 158, opp-conj: 1, sqr-tri-sext: 7, major: 8, minor: 4, empty: 5']
['05:11:36, 164, opp-conj: 0, sqr-tri-sext: 8, major: 8, minor: 4, empty: 5']
['05:11:44, 146, opp-conj: 1, sqr-tri-sext: 7, major: 8, minor: 3, empty: 5']
['05:11:52, 196, opp-conj: 1, sqr-tri-sext: 9, major: 10, minor: 4, empty: 4']
['05:12:00, 184, opp-conj: 2, sqr-tri-sext: 7, major: 9, minor: 5, empty: 5']
['05:12:08, 162, opp-conj: 2, sqr-tri-sext: 6, major: 8, minor: 4, empty: 6']
['05:12:16, 184, opp-conj: 2, sqr-tri-sext: 7, major: 9, minor: 4, empty: 4']
['05:12:24, 188, opp-conj: 2, sqr-tri-sext: 5, major: 7, minor: 8, empty: 3']
['05:12:31, 212, opp-conj: 3, sqr-tri-sext: 6, major: 9, minor: 7, empty: 2']
['05:12:39, 244, opp-conj: 4, sqr-tri-sext: 7, major: 11, minor: 6, empty: 2']
['05:12:47, 232, opp-conj: 3, sqr-tri-sext: 7, major: 10, minor: 7, empty: 2']
['05:12:56, 216, opp-conj: 3, sqr-tri-sext: 7, major: 10, minor: 5, empty: 3']
['05:13:04, 227, opp-conj: 4, sqr-tri-sext: 6, major: 10, minor: 6, empty: 3']
['05:13:12, 203, opp-conj: 4, sqr-tri-sext: 5, major: 9, minor: 5, empty: 3']
['05:13:20, 209, opp-conj: 4, sqr-tri-sext: 6, major: 10, minor: 3, empty: 5']
['05:13:28, 211, opp-conj: 4, sqr-tri-sext: 5, major: 9, minor: 6, empty: 4']
['05:13:36, 235, opp-conj: 3, sqr-tri-sext: 8, major: 11, minor: 5, empty: 5']
['05:13:44, 213, opp-conj: 3, sqr-tri-sext: 7, major: 10, minor: 4, empty: 7']
['05:13:52, 217, opp-conj: 3, sqr-tri-sext: 7, major: 10, minor: 4, empty: 6']
['05:14:00, 207, opp-conj: 3, sqr-tri-sext: 7, major: 10, minor: 2, empty: 6']
