['Time', 'Event0', 'Count']
['02:57:04', "(Pluto,124.181,(r)) (ASC,169.274,(d)) (45-semisquare,6')\n(ASC,158.623,(r)) (Mean_Node,203.569,(d)) (45-semisquare,3')", 2]
['02:57:12', "(ASC,158.646,(r)) (Mean_Node,203.567,(d)) (45-semisquare,5')", 1]
['02:57:20', '', 0]
['02:57:28', '', 0]
['02:57:36', '', 0]
['02:57:44', '', 0]
['02:57:52', '', 0]
['02:58:00', '', 0]
['02:58:08', '', 0]
['02:58:16', '', 0]
['02:58:23', '', 0]
['02:58:31', '', 0]
['02:58:39', '', 0]
['02:58:47', '', 0]
['02:58:56', '', 0]
['02:59:04', '', 0]
['02:59:12', '', 0]
['02:59:20', '', 0]
['02:59:28', '', 0]
['02:59:36', '', 0]
['02:59:44', '', 0]
['02:59:52', '', 0]
['03:00:00', '', 0]
['03:00:07', '', 0]
['03:00:15', '', 0]
['03:00:23', '', 0]
['03:00:31', '', 0]
['03:00:39', '', 0]
['03:00:47', '', 0]
['03:00:56', '', 0]
['03:01:04', '', 0]
['03:01:12', '', 0]
['03:01:20', '', 0]
['03:01:28', '', 0]
['03:01:36', '', 0]
['03:01:43', '', 0]
['03:01:51', '', 0]
['03:01:59', '', 0]
['03:02:07', '', 0]
['03:02:15', '', 0]
['03:02:23', '', 0]
['03:02:31', '', 0]
['03:02:39', "(Mars,182.274,(r)) (MC,47.195,(c)) (135-sesquisquare,5')", 1]
['03:02:47', "(Mars,182.274,(r)) (MC,47.228,(c)) (135-sesquisquare,3')", 1]
['03:02:56', "(Mars,182.274,(r)) (MC,47.261,(c)) (135-sesquisquare,1')", 1]
['03:03:04', "(Mars,182.274,(r)) (MC,47.295,(c)) (135-sesquisquare,1')", 1]
['03:03:12', "(Mars,182.274,(r)) (MC,47.328,(c)) (135-sesquisquare,3')", 1]
['03:03:20', "(Mars,182.274,(r)) (MC,47.361,(c)) (135-sesquisquare,5')", 1]
['03:03:27', '', 0]
['03:03:35', '', 0]
['03:03:43', '', 0]
['03:03:51', '', 0]
['03:03:59', '', 0]
['03:04:07', '', 0]
['03:04:15', '', 0]
['03:04:23', '', 0]
['03:04:31', '', 0]
['03:04:39', '', 0]
['03:04:47', '', 0]
['03:04:56', '', 0]
['03:05:04', '', 0]
['03:05:11', '', 0]
['03:05:19', '', 0]
['03:05:27', '', 0]
['03:05:35', '', 0]
['03:05:43', '', 0]
['03:05:51', '', 0]
['03:06:00', '', 0]
['03:06:08', '', 0]
['03:06:16', '', 0]
['03:06:24', '', 0]
['03:06:32', '', 0]
['03:06:40', '', 0]
['03:06:47', '', 0]
['03:06:56', '', 0]
['03:07:04', '', 0]
['03:07:12', '', 0]
['03:07:20', '', 0]
['03:07:28', '', 0]
['03:07:36', '', 0]
['03:07:44', '', 0]
['03:07:52', '', 0]
['03:08:00', '', 0]
['03:08:08', '', 0]
['03:08:16', '', 0]
['03:08:24', '', 0]
['03:08:31', '', 0]
['03:08:39', '', 0]
['03:08:47', '', 0]
['03:08:56', '', 0]
['03:09:04', '', 0]
['03:09:12', '', 0]
['03:09:20', '', 0]
['03:09:28', '', 0]
['03:09:36', '', 0]
['03:09:44', '', 0]
['03:09:52', '', 0]
['03:10:00', '', 0]
['03:10:08', '', 0]
['03:10:15', '', 0]
['03:10:23', '', 0]
['03:10:31', '', 0]
['03:10:39', '', 0]
['03:10:47', '', 0]
['03:10:56', '', 0]
['03:11:04', '', 0]
['03:11:12', "(MC,64.383,(r)) (Pluto,109.467,(c)) (45-semisquare,5')", 1]
['03:11:20', "(MC,64.414,(r)) (Pluto,109.468,(c)) (45-semisquare,3')", 1]
['03:11:28', "(MC,64.446,(r)) (Pluto,109.468,(c)) (45-semisquare,1')", 1]
['03:11:36', "(ASC,161.116,(r)) (Moon,311.199,(d)) (150-quincunx,5')\n(MC,64.478,(r)) (Pluto,109.468,(c)) (45-semisquare,1')", 2]
['03:11:44', "(ASC,161.139,(r)) (Moon,311.200,(d)) (150-quincunx,4')\n(MC,64.510,(r)) (Pluto,109.469,(c)) (45-semisquare,2')", 2]
['03:11:52', "(ASC,161.162,(r)) (Moon,311.200,(d)) (150-quincunx,2')\n(MC,64.541,(r)) (Pluto,109.469,(c)) (45-semisquare,4')", 2]
['03:11:59', "(Pluto,124.181,(r)) (MC,79.101,(d)) (45-semisquare,5')\n(ASC,161.184,(r)) (Moon,311.201,(d)) (150-quincunx,1')", 2]
['03:12:07', "(Pluto,124.181,(r)) (MC,79.132,(d)) (45-semisquare,3')\n(ASC,161.207,(r)) (Moon,311.202,(d)) (150-quincunx,0')", 2]
['03:12:15', "(Pluto,124.181,(r)) (MC,79.163,(d)) (45-semisquare,1')\n(ASC,161.230,(r)) (Moon,311.202,(d)) (150-quincunx,2')", 2]
['03:12:23', "(Pluto,124.181,(r)) (MC,79.194,(d)) (45-semisquare,1')\n(ASC,161.253,(r)) (Moon,311.203,(d)) (150-quincunx,3')", 2]
['03:12:31', "(Pluto,124.181,(r)) (MC,79.225,(d)) (45-semisquare,3')\n(ASC,161.276,(r)) (Moon,311.203,(d)) (150-quincunx,4')", 2]
['03:12:39', "(Pluto,124.181,(r)) (MC,79.255,(d)) (45-semisquare,4')", 1]
['03:12:47', '', 0]
['03:12:56', '', 0]
['03:13:04', '', 0]
['03:13:12', '', 0]
['03:13:20', '', 0]
['03:13:28', '', 0]
['03:13:35', '', 0]
['03:13:43', '', 0]
['03:13:51', '', 0]
['03:13:59', '', 0]
['03:14:07', '', 0]
['03:14:15', '', 0]
['03:14:23', '', 0]
['03:14:31', '', 0]
['03:14:39', '', 0]
['03:14:47', '', 0]
['03:14:56', '', 0]
['03:15:04', '', 0]
['03:15:12', '', 0]
['03:15:19', '', 0]
['03:15:27', '', 0]
['03:15:35', '', 0]
['03:15:43', '', 0]
['03:15:51', '', 0]
['03:15:59', '', 0]
['03:16:07', '', 0]
['03:16:15', '', 0]
['03:16:23', '', 0]
['03:16:31', '', 0]
['03:16:39', '', 0]
['03:16:47', '', 0]
['03:16:56', '', 0]
['03:17:04', '', 0]
['03:17:12', '', 0]
['03:17:20', '', 0]
['03:17:28', '', 0]
['03:17:36', '', 0]
['03:17:44', '', 0]
['03:17:52', '', 0]
['03:18:00', '', 0]
['03:18:08', '', 0]
['03:18:16', '', 0]
['03:18:24', '', 0]
['03:18:32', '', 0]
['03:18:40', '', 0]
['03:18:47', '', 0]
['03:18:56', '', 0]
['03:19:04', '', 0]
['03:19:12', '', 0]
['03:19:20', '', 0]
['03:19:28', '', 0]
['03:19:36', '', 0]
['03:19:44', '', 0]
['03:19:52', '', 0]
['03:20:00', '', 0]
['03:20:08', '', 0]
['03:20:16', '', 0]
['03:20:23', '', 0]
['03:20:31', '', 0]
['03:20:39', '', 0]
['03:20:47', '', 0]
['03:20:56', '', 0]
['03:21:04', '', 0]
['03:21:12', '', 0]
['03:21:20', '', 0]
['03:21:28', "(Mars,182.283,(r)) (ASC,152.190,(c)) (30-semisextile,6')", 1]
['03:21:36', "(Mars,182.283,(r)) (ASC,152.213,(c)) (30-semisextile,4')", 1]
['03:21:44', "(Mars,182.283,(r)) (ASC,152.236,(c)) (30-semisextile,3')", 1]
['03:21:52', "(Mars,182.283,(r)) (ASC,152.259,(c)) (30-semisextile,1')", 1]
['03:22:00', "(Mars,182.283,(r)) (ASC,152.282,(c)) (30-semisextile,0')", 1]
['03:22:07', "(Mars,182.283,(r)) (ASC,152.304,(c)) (30-semisextile,1')", 1]
['03:22:15', "(MC,67.009,(r)) (Neptune,187.069,(d)) (trine,4')\n(Mars,182.283,(r)) (ASC,152.327,(c)) (30-semisextile,3')", 2]
['03:22:23', "(MC,67.041,(r)) (Neptune,187.067,(d)) (trine,2')\n(Mars,182.283,(r)) (ASC,152.350,(c)) (30-semisextile,4')", 2]
['03:22:31', "(MC,67.072,(r)) (Neptune,187.065,(d)) (trine,0')\n(Venus,152.549,(r)) (ASC,152.373,(c)) (conjunction,11')\n(Mars,182.283,(r)) (ASC,152.373,(c)) (30-semisextile,5')", 3]
['03:22:39', "(MC,67.104,(r)) (Neptune,187.062,(d)) (trine,2')\n(Venus,152.549,(r)) (ASC,152.396,(c)) (conjunction,9')", 2]
['03:22:47', "(MC,67.135,(r)) (Neptune,187.060,(d)) (trine,4')\n(Venus,152.549,(r)) (ASC,152.418,(c)) (conjunction,8')", 2]
['03:22:56', "(Venus,152.549,(r)) (ASC,152.441,(c)) (conjunction,6')", 1]
['03:23:04', "(Venus,152.549,(r)) (ASC,152.464,(c)) (conjunction,5')", 1]
['03:23:12', "(Venus,152.549,(r)) (ASC,152.487,(c)) (conjunction,4')", 1]
['03:23:20', "(Venus,152.549,(r)) (ASC,152.509,(c)) (conjunction,2')", 1]
['03:23:28', "(Venus,152.549,(r)) (ASC,152.532,(c)) (conjunction,1')", 1]
['03:23:36', "(Venus,152.550,(r)) (ASC,152.555,(c)) (conjunction,0')", 1]
['03:23:44', "(Venus,152.550,(r)) (ASC,152.578,(c)) (conjunction,2')", 1]
['03:23:51', "(Venus,152.550,(r)) (ASC,152.601,(c)) (conjunction,3')", 1]
['03:23:59', "(Venus,152.550,(r)) (ASC,152.623,(c)) (conjunction,4')", 1]
['03:24:07', "(Venus,152.550,(r)) (ASC,152.646,(c)) (conjunction,6')", 1]
['03:24:15', "(Venus,152.550,(r)) (ASC,152.669,(c)) (conjunction,7')", 1]
['03:24:23', "(Venus,152.550,(r)) (ASC,152.692,(c)) (conjunction,8')", 1]
['03:24:31', "(Venus,152.550,(r)) (ASC,152.715,(c)) (conjunction,10')", 1]
['03:24:39', '', 0]
['03:24:47', '', 0]
['03:24:56', '', 0]
['03:25:04', '', 0]
['03:25:12', '', 0]
['03:25:20', '', 0]
['03:25:28', '', 0]
['03:25:35', '', 0]
['03:25:43', "(ASC,163.543,(r)) (Venus,163.702,(d)) (conjunction,10')", 1]
['03:25:51', "(ASC,163.565,(r)) (Venus,163.704,(d)) (conjunction,8')", 1]
['03:25:59', "(ASC,163.588,(r)) (Venus,163.706,(d)) (conjunction,7')", 1]
['03:26:07', "(ASC,163.611,(r)) (Venus,163.707,(d)) (conjunction,6')", 1]
['03:26:15', "(ASC,163.634,(r)) (Venus,163.709,(d)) (conjunction,4')", 1]
['03:26:23', "(ASC,163.657,(r)) (Venus,163.710,(d)) (conjunction,3')", 1]
['03:26:31', "(ASC,163.680,(r)) (Venus,163.712,(d)) (conjunction,2')", 1]
['03:26:39', "(MC,68.049,(r)) (Mean_Node,203.141,(d)) (135-sesquisquare,6')\n(ASC,163.703,(r)) (Venus,163.713,(d)) (conjunction,1')", 2]
['03:26:47', "(MC,68.080,(r)) (Mean_Node,203.139,(d)) (135-sesquisquare,4')\n(ASC,163.726,(r)) (Venus,163.715,(d)) (conjunction,1')", 2]
['03:26:56', "(MC,68.112,(r)) (Mean_Node,203.137,(d)) (135-sesquisquare,2')\n(ASC,163.749,(r)) (Venus,163.716,(d)) (conjunction,2')\n(ASC,163.749,(r)) (Saturn,28.834,(c)) (135-sesquisquare,5')", 3]
['03:27:04', "(MC,68.143,(r)) (Mean_Node,203.136,(d)) (135-sesquisquare,0')\n(ASC,163.772,(r)) (Venus,163.718,(d)) (conjunction,3')\n(ASC,163.772,(r)) (Saturn,28.835,(c)) (135-sesquisquare,4')", 3]
['03:27:11', "(MC,68.175,(r)) (Mean_Node,203.134,(d)) (135-sesquisquare,2')\n(ASC,163.795,(r)) (Venus,163.720,(d)) (conjunction,4')\n(ASC,163.795,(r)) (Saturn,28.836,(c)) (135-sesquisquare,3')", 3]
['03:27:19', "(MC,68.206,(r)) (Mean_Node,203.132,(d)) (135-sesquisquare,4')\n(ASC,163.817,(r)) (Venus,163.721,(d)) (conjunction,6')\n(ASC,163.817,(r)) (Mars,193.886,(d)) (30-semisextile,4')\n(ASC,163.817,(r)) (Saturn,28.837,(c)) (135-sesquisquare,1')\n(ASC,163.817,(r)) (Neptune,163.979,(c)) (conjunction,10')", 5]
['03:27:27', "(ASC,163.840,(r)) (Venus,163.723,(d)) (conjunction,7')\n(ASC,163.840,(r)) (Mars,193.884,(d)) (30-semisextile,3')\n(ASC,163.840,(r)) (Saturn,28.838,(c)) (135-sesquisquare,0')\n(ASC,163.840,(r)) (Neptune,163.980,(c)) (conjunction,8')", 4]
['03:27:35', "(ASC,163.863,(r)) (Venus,163.724,(d)) (conjunction,8')\n(ASC,163.863,(r)) (Mars,193.882,(d)) (30-semisextile,1')\n(ASC,163.863,(r)) (Saturn,28.839,(c)) (135-sesquisquare,1')\n(ASC,163.863,(r)) (Neptune,163.982,(c)) (conjunction,7')", 4]
['03:27:43', "(ASC,163.886,(r)) (Venus,163.726,(d)) (conjunction,10')\n(ASC,163.886,(r)) (Mars,193.880,(d)) (30-semisextile,0')\n(ASC,163.886,(r)) (Saturn,28.840,(c)) (135-sesquisquare,3')\n(ASC,163.886,(r)) (Neptune,163.983,(c)) (conjunction,6')", 4]
['03:27:51', "(ASC,163.909,(r)) (Mars,193.878,(d)) (30-semisextile,2')\n(ASC,163.909,(r)) (Saturn,28.841,(c)) (135-sesquisquare,4')\n(ASC,163.909,(r)) (Neptune,163.985,(c)) (conjunction,5')", 3]
['03:27:59', "(ASC,163.932,(r)) (Mars,193.876,(d)) (30-semisextile,3')\n(ASC,163.932,(r)) (Saturn,28.842,(c)) (135-sesquisquare,5')\n(ASC,163.932,(r)) (Neptune,163.986,(c)) (conjunction,3')", 3]
['03:28:07', "(ASC,163.955,(r)) (Mars,193.874,(d)) (30-semisextile,5')\n(ASC,163.955,(r)) (Neptune,163.987,(c)) (conjunction,2')", 2]
['03:28:15', "(ASC,163.978,(r)) (Neptune,163.989,(c)) (conjunction,1')", 1]
['03:28:23', "(ASC,164.001,(r)) (Neptune,163.990,(c)) (conjunction,1')", 1]
['03:28:31', "(ASC,164.024,(r)) (Neptune,163.992,(c)) (conjunction,2')", 1]
['03:28:39', "(ASC,164.047,(r)) (Neptune,163.993,(c)) (conjunction,3')", 1]
['03:28:47', "(ASC,164.069,(r)) (Neptune,163.994,(c)) (conjunction,4')", 1]
['03:28:55', "(ASC,164.092,(r)) (Neptune,163.996,(c)) (conjunction,6')", 1]
['03:29:04', "(ASC,164.115,(r)) (Neptune,163.997,(c)) (conjunction,7')", 1]
['03:29:12', "(ASC,164.138,(r)) (Neptune,163.999,(c)) (conjunction,8')", 1]
['03:29:20', "(ASC,164.161,(r)) (Neptune,164.000,(c)) (conjunction,10')", 1]
['03:29:28', '', 0]
['03:29:36', '', 0]
['03:29:44', '', 0]
['03:29:52', '', 0]
['03:30:00', '', 0]
['03:30:08', '', 0]
['03:30:16', '', 0]
['03:30:24', '', 0]
['03:30:32', '', 0]
['03:30:39', '', 0]
['03:30:47', '', 0]
['03:30:56', '', 0]
['03:31:04', '', 0]
['03:31:12', '', 0]
['03:31:20', '', 0]
['03:31:28', '', 0]
['03:31:36', '', 0]
['03:31:44', '', 0]
['03:31:52', '', 0]
['03:32:00', '', 0]
['03:32:08', '', 0]
['03:32:15', '', 0]
['03:32:23', '', 0]
['03:32:31', '', 0]
['03:32:39', "(Pluto,124.182,(r)) (ASC,154.105,(c)) (30-semisextile,5')", 1]
['03:32:47', "(Pluto,124.182,(r)) (ASC,154.128,(c)) (30-semisextile,3')", 1]
['03:32:56', "(Pluto,124.182,(r)) (ASC,154.151,(c)) (30-semisextile,2')", 1]
['03:33:04', "(Pluto,124.182,(r)) (ASC,154.174,(c)) (30-semisextile,0')", 1]
['03:33:12', "(Pluto,124.182,(r)) (ASC,154.197,(c)) (30-semisextile,1')", 1]
['03:33:20', "(Pluto,124.182,(r)) (ASC,154.220,(c)) (30-semisextile,2')", 1]
['03:33:28', "(Pluto,124.182,(r)) (ASC,154.242,(c)) (30-semisextile,4')\n(ASC,164.871,(r)) (Moon,284.957,(c)) (trine,5')", 2]
['03:33:36', "(Pluto,124.182,(r)) (ASC,154.265,(c)) (30-semisextile,5')\n(ASC,164.894,(r)) (Moon,284.955,(c)) (trine,4')", 2]
['03:33:44', "(ASC,164.917,(r)) (Moon,284.954,(c)) (trine,2')", 1]
['03:33:52', "(ASC,164.940,(r)) (Moon,284.952,(c)) (trine,1')", 1]
['03:33:59', "(ASC,164.963,(r)) (Moon,284.951,(c)) (trine,1')", 1]
['03:34:07', "(ASC,164.986,(r)) (Moon,284.949,(c)) (trine,2')", 1]
['03:34:15', "(ASC,165.009,(r)) (Moon,284.947,(c)) (trine,4')", 1]
['03:34:23', "(ASC,165.032,(r)) (Moon,284.946,(c)) (trine,5')", 1]
['03:34:31', '', 0]
['03:34:39', '', 0]
['03:34:47', '', 0]
['03:34:56', '', 0]
['03:35:04', '', 0]
['03:35:12', "(Neptune,176.010,(r)) (ASC,175.846,(d)) (conjunction,10')", 1]
['03:35:20', "(Neptune,176.010,(r)) (ASC,175.869,(d)) (conjunction,8')", 1]
['03:35:28', "(Neptune,176.010,(r)) (ASC,175.892,(d)) (conjunction,7')", 1]
['03:35:36', "(Neptune,176.010,(r)) (ASC,175.915,(d)) (conjunction,6')", 1]
['03:35:43', "(Neptune,176.010,(r)) (ASC,175.938,(d)) (conjunction,4')", 1]
['03:35:51', "(Neptune,176.010,(r)) (ASC,175.961,(d)) (conjunction,3')", 1]
['03:35:59', "(Neptune,176.010,(r)) (ASC,175.984,(d)) (conjunction,2')", 1]
['03:36:07', "(Neptune,176.010,(r)) (ASC,176.007,(d)) (conjunction,0')", 1]
['03:36:15', "(Neptune,176.010,(r)) (ASC,176.030,(d)) (conjunction,1')", 1]
['03:36:23', "(Neptune,176.010,(r)) (ASC,176.053,(d)) (conjunction,3')\n(Mean_Node,190.613,(r)) (MC,55.522,(c)) (135-sesquisquare,5')", 2]
['03:36:31', "(Neptune,176.010,(r)) (ASC,176.076,(d)) (conjunction,4')\n(Mean_Node,190.613,(r)) (MC,55.555,(c)) (135-sesquisquare,4')", 2]
['03:36:39', "(Neptune,176.010,(r)) (ASC,176.099,(d)) (conjunction,5')\n(Mean_Node,190.613,(r)) (MC,55.587,(c)) (135-sesquisquare,2')", 2]
['03:36:47', "(Neptune,176.010,(r)) (ASC,176.122,(d)) (conjunction,7')\n(ASC,165.445,(r)) (Pluto,135.535,(d)) (30-semisextile,5')\n(Mean_Node,190.613,(r)) (MC,55.620,(c)) (135-sesquisquare,0')", 3]
['03:36:56', "(Neptune,176.010,(r)) (ASC,176.145,(d)) (conjunction,8')\n(ASC,165.467,(r)) (Pluto,135.537,(d)) (30-semisextile,4')\n(Mean_Node,190.613,(r)) (MC,55.652,(c)) (135-sesquisquare,2')", 3]
['03:37:04', "(Moon,296.248,(r)) (ASC,176.168,(d)) (trine,5')\n(Neptune,176.010,(r)) (ASC,176.168,(d)) (conjunction,9')\n(ASC,165.490,(r)) (Pluto,135.540,(d)) (30-semisextile,3')\n(Mean_Node,190.613,(r)) (MC,55.685,(c)) (135-sesquisquare,4')", 4]
['03:37:12', "(Moon,296.249,(r)) (ASC,176.191,(d)) (trine,3')\n(ASC,165.513,(r)) (Pluto,135.543,(d)) (30-semisextile,2')", 2]
['03:37:20', "(Moon,296.250,(r)) (ASC,176.214,(d)) (trine,2')\n(ASC,165.536,(r)) (Pluto,135.545,(d)) (30-semisextile,1')", 2]
['03:37:27', "(Moon,296.251,(r)) (ASC,176.237,(d)) (trine,1')\n(ASC,165.559,(r)) (Pluto,135.548,(d)) (30-semisextile,1')", 2]
['03:37:35', "(Moon,296.252,(r)) (ASC,176.260,(d)) (trine,0')\n(ASC,165.582,(r)) (Pluto,135.550,(d)) (30-semisextile,2')", 2]
['03:37:43', "(Moon,296.253,(r)) (ASC,176.283,(d)) (trine,2')\n(ASC,165.605,(r)) (Pluto,135.553,(d)) (30-semisextile,3')", 2]
['03:37:51', "(Moon,296.255,(r)) (ASC,176.306,(d)) (trine,3')\n(ASC,165.628,(r)) (Pluto,135.555,(d)) (30-semisextile,4')", 2]
['03:37:59', "(Moon,296.256,(r)) (ASC,176.329,(d)) (trine,4')\n(ASC,165.651,(r)) (Pluto,135.558,(d)) (30-semisextile,6')", 2]
['03:38:07', "(Neptune,176.010,(r)) (MC,55.945,(c)) (trine,4')", 1]
['03:38:15', "(Neptune,176.010,(r)) (MC,55.977,(c)) (trine,2')", 1]
['03:38:23', "(Neptune,176.010,(r)) (MC,56.009,(c)) (trine,0')", 1]
['03:38:31', "(Neptune,176.010,(r)) (MC,56.042,(c)) (trine,2')", 1]
['03:38:39', "(Neptune,176.010,(r)) (MC,56.074,(c)) (trine,4')", 1]
['03:38:47', '', 0]
['03:38:56', '', 0]
['03:39:03', '', 0]
['03:39:11', "(Moon,296.266,(r)) (MC,56.204,(c)) (trine,4')", 1]
['03:39:19', "(Moon,296.268,(r)) (MC,56.237,(c)) (trine,2')", 1]
['03:39:27', "(Moon,296.269,(r)) (MC,56.269,(c)) (trine,0')", 1]
['03:39:35', "(Moon,296.270,(r)) (MC,56.302,(c)) (trine,2')", 1]
['03:39:43', "(Moon,296.271,(r)) (MC,56.334,(c)) (trine,4')", 1]
['03:39:51', '', 0]
['03:40:00', '', 0]
['03:40:08', '', 0]
['03:40:16', "(MC,71.248,(r)) (Moon,311.319,(d)) (trine,4')", 1]
['03:40:24', "(MC,71.279,(r)) (Moon,311.319,(d)) (trine,2')", 1]
['03:40:32', "(MC,71.310,(r)) (Moon,311.320,(d)) (trine,1')", 1]
['03:40:40', "(MC,71.342,(r)) (Moon,311.320,(d)) (trine,1')", 1]
['03:40:47', "(MC,71.373,(r)) (Moon,311.321,(d)) (trine,3')", 1]
['03:40:56', "(MC,71.404,(r)) (Moon,311.321,(d)) (trine,5')", 1]
['03:41:04', '', 0]
['03:41:12', '', 0]
['03:41:20', '', 0]
['03:41:28', '', 0]
['03:41:36', "(Neptune,176.010,(r)) (MC,85.932,(d)) (square,5')", 1]
['03:41:44', "(Neptune,176.010,(r)) (MC,85.962,(d)) (square,3')", 1]
['03:41:52', "(Neptune,176.010,(r)) (MC,85.993,(d)) (square,1')", 1]
['03:42:00', "(Neptune,176.010,(r)) (MC,86.024,(d)) (square,1')", 1]
['03:42:08', "(Neptune,176.010,(r)) (MC,86.055,(d)) (square,3')", 1]
['03:42:16', "(Neptune,176.010,(r)) (MC,86.085,(d)) (square,5')", 1]
['03:42:24', '', 0]
['03:42:31', '', 0]
['03:42:39', '', 0]
['03:42:47', "(Moon,296.298,(r)) (MC,86.208,(d)) (150-quincunx,5')", 1]
['03:42:56', "(Moon,296.299,(r)) (MC,86.239,(d)) (150-quincunx,4')", 1]
['03:43:04', "(Moon,296.301,(r)) (MC,86.269,(d)) (150-quincunx,2')", 1]
['03:43:12', "(Moon,296.302,(r)) (MC,86.300,(d)) (150-quincunx,0')", 1]
['03:43:20', "(Moon,296.303,(r)) (MC,86.331,(d)) (150-quincunx,2')", 1]
['03:43:28', "(Moon,296.304,(r)) (MC,86.361,(d)) (150-quincunx,3')", 1]
['03:43:36', "(Moon,296.305,(r)) (MC,86.392,(d)) (150-quincunx,5')", 1]
['03:43:44', '', 0]
['03:43:52', '', 0]
['03:44:00', '', 0]
['03:44:08', '', 0]
['03:44:15', '', 0]
['03:44:23', '', 0]
['03:44:31', '', 0]
['03:44:39', '', 0]
['03:44:47', '', 0]
['03:44:56', '', 0]
['03:45:04', '', 0]
['03:45:12', '', 0]
['03:45:20', '', 0]
['03:45:28', '', 0]
['03:45:36', '', 0]
['03:45:44', '', 0]
['03:45:51', '', 0]
['03:45:59', '', 0]
['03:46:07', '', 0]
['03:46:15', '', 0]
['03:46:23', '', 0]
['03:46:31', '', 0]
['03:46:39', '', 0]
['03:46:47', '', 0]
['03:46:56', '', 0]
['03:47:04', '', 0]
['03:47:12', '', 0]
['03:47:20', '', 0]
['03:47:28', '', 0]
['03:47:35', '', 0]
['03:47:43', '', 0]
['03:47:51', '', 0]
['03:47:59', '', 0]
['03:48:07', '', 0]
['03:48:15', '', 0]
['03:48:23', '', 0]
['03:48:31', '', 0]
['03:48:39', "(Saturn,43.253,(r)) (ASC,178.169,(d)) (135-sesquisquare,5')", 1]
['03:48:47', "(Saturn,43.253,(r)) (ASC,178.192,(d)) (135-sesquisquare,4')", 1]
['03:48:56', "(Saturn,43.253,(r)) (ASC,178.215,(d)) (135-sesquisquare,2')", 1]
['03:49:04', "(Saturn,43.253,(r)) (ASC,178.238,(d)) (135-sesquisquare,1')", 1]
['03:49:12', "(Saturn,43.253,(r)) (ASC,178.261,(d)) (135-sesquisquare,0')", 1]
['03:49:19', "(Saturn,43.253,(r)) (ASC,178.284,(d)) (135-sesquisquare,2')", 1]
['03:49:27', "(Saturn,43.253,(r)) (ASC,178.307,(d)) (135-sesquisquare,3')", 1]
['03:49:35', "(Saturn,43.253,(r)) (ASC,178.330,(d)) (135-sesquisquare,5')", 1]
['03:49:43', "(MC,73.463,(r)) (Mars,193.552,(d)) (trine,5')", 1]
['03:49:51', "(MC,73.494,(r)) (Mars,193.550,(d)) (trine,3')", 1]
['03:49:59', "(MC,73.525,(r)) (Mars,193.548,(d)) (trine,1')", 1]
['03:50:07', "(MC,73.556,(r)) (Mars,193.546,(d)) (trine,1')", 1]
['03:50:15', "(MC,73.587,(r)) (Mars,193.544,(d)) (trine,3')", 1]
['03:50:23', "(MC,73.618,(r)) (Mars,193.542,(d)) (trine,5')", 1]
['03:50:31', '', 0]
['03:50:39', '', 0]
['03:50:47', '', 0]
['03:50:56', '', 0]
['03:51:04', '', 0]
['03:51:12', '', 0]
['03:51:20', "(Saturn,43.253,(r)) (MC,88.171,(d)) (45-semisquare,5')", 1]
['03:51:28', "(Saturn,43.253,(r)) (MC,88.202,(d)) (45-semisquare,3')", 1]
['03:51:36', "(Saturn,43.253,(r)) (MC,88.233,(d)) (45-semisquare,1')", 1]
['03:51:44', "(Saturn,43.253,(r)) (MC,88.263,(d)) (45-semisquare,1')\n(MC,73.930,(r)) (Venus,164.012,(d)) (square,5')\n(MC,73.930,(r)) (Saturn,29.000,(c)) (45-semisquare,4')", 3]
['03:51:52', "(Saturn,43.253,(r)) (MC,88.294,(d)) (45-semisquare,2')\n(MC,73.961,(r)) (Venus,164.013,(d)) (square,3')\n(MC,73.961,(r)) (Saturn,29.001,(c)) (45-semisquare,2')", 3]
['03:52:00', "(Saturn,43.253,(r)) (MC,88.325,(d)) (45-semisquare,4')\n(MC,73.992,(r)) (Venus,164.015,(d)) (square,1')\n(MC,73.992,(r)) (Saturn,29.002,(c)) (45-semisquare,1')", 3]
['03:52:08', "(MC,74.023,(r)) (Venus,164.017,(d)) (square,0')\n(MC,74.023,(r)) (Saturn,29.003,(c)) (45-semisquare,1')", 2]
['03:52:16', "(MC,74.054,(r)) (Venus,164.018,(d)) (square,2')\n(MC,74.054,(r)) (Saturn,29.004,(c)) (45-semisquare,3')", 2]
['03:52:24', "(MC,74.085,(r)) (Venus,164.020,(d)) (square,4')\n(MC,74.085,(r)) (Saturn,29.005,(c)) (45-semisquare,5')", 2]
['03:52:32', '', 0]
['03:52:39', '', 0]
['03:52:47', "(MC,74.178,(r)) (Neptune,164.243,(c)) (square,4')", 1]
['03:52:56', "(MC,74.209,(r)) (Neptune,164.244,(c)) (square,2')", 1]
['03:53:04', "(MC,74.241,(r)) (Neptune,164.245,(c)) (square,0')", 1]
['03:53:12', "(MC,74.272,(r)) (Neptune,164.247,(c)) (square,1')", 1]
['03:53:20', "(MC,74.303,(r)) (Neptune,164.248,(c)) (square,3')", 1]
['03:53:28', "(MC,74.334,(r)) (Neptune,164.249,(c)) (square,5')", 1]
['03:53:36', '', 0]
['03:53:44', '', 0]
['03:53:52', '', 0]
['03:54:00', '', 0]
['03:54:08', '', 0]
['03:54:16', '', 0]
['03:54:23', '', 0]
['03:54:31', '', 0]
['03:54:39', '', 0]
