['Time', 'Event0', 'Count']
['08:20:00', '', 0]
['08:20:08', '', 0]
['08:20:16', '', 0]
['08:20:24', '', 0]
['08:20:32', '', 0]
['08:20:40', '', 0]
['08:20:48', '', 0]
['08:20:56', '', 0]
['08:21:04', "(MC,137.640,(r)) (Venus,137.803,(c)) (conjunction,10')", 1]
['08:21:12', "(MC,137.674,(r)) (Venus,137.801,(c)) (conjunction,8')", 1]
['08:21:20', "(Mars,182.417,(r)) (MC,122.342,(c)) (sextile,4')\n(MC,137.708,(r)) (Venus,137.800,(c)) (conjunction,5')", 2]
['08:21:28', "(Mars,182.417,(r)) (MC,122.375,(c)) (sextile,3')\n(MC,137.742,(r)) (Venus,137.798,(c)) (conjunction,3')", 2]
['08:21:36', "(Mars,182.417,(r)) (MC,122.407,(c)) (sextile,1')\n(MC,137.776,(r)) (Venus,137.796,(c)) (conjunction,1')", 2]
['08:21:44', "(Mars,182.417,(r)) (MC,122.439,(c)) (sextile,1')\n(MC,137.809,(r)) (Venus,137.794,(c)) (conjunction,1')", 2]
['08:21:52', "(Mars,182.417,(r)) (MC,122.472,(c)) (sextile,3')\n(MC,137.843,(r)) (Venus,137.792,(c)) (conjunction,3')", 2]
['08:22:00', "(Mars,182.417,(r)) (MC,122.504,(c)) (sextile,5')\n(MC,137.877,(r)) (Venus,137.790,(c)) (conjunction,5')", 2]
['08:22:08', "(MC,137.911,(r)) (Venus,137.788,(c)) (conjunction,7')", 1]
['08:22:16', "(MC,137.945,(r)) (Venus,137.786,(c)) (conjunction,10')", 1]
['08:22:24', '', 0]
['08:22:32', "(Pluto,124.184,(r)) (MC,154.104,(d)) (30-semisextile,5')", 1]
['08:22:39', "(Pluto,124.184,(r)) (MC,154.140,(d)) (30-semisextile,3')", 1]
['08:22:47', "(Pluto,124.184,(r)) (MC,154.175,(d)) (30-semisextile,1')\n(Venus,152.785,(r)) (MC,122.698,(c)) (30-semisextile,5')", 2]
['08:22:56', "(Pluto,124.184,(r)) (MC,154.210,(d)) (30-semisextile,2')\n(Venus,152.785,(r)) (MC,122.730,(c)) (30-semisextile,3')", 2]
['08:23:04', "(Pluto,124.184,(r)) (MC,154.246,(d)) (30-semisextile,4')\n(Venus,152.785,(r)) (MC,122.763,(c)) (30-semisextile,1')", 2]
['08:23:12', "(Venus,152.785,(r)) (MC,122.795,(c)) (30-semisextile,1')", 1]
['08:23:20', "(MC,138.216,(r)) (Venus,168.296,(d)) (30-semisextile,5')\n(Venus,152.785,(r)) (MC,122.827,(c)) (30-semisextile,3')", 2]
['08:23:28', "(MC,138.249,(r)) (Venus,168.299,(d)) (30-semisextile,3')\n(Venus,152.785,(r)) (MC,122.860,(c)) (30-semisextile,4')", 2]
['08:23:36', "(MC,138.283,(r)) (Venus,168.301,(d)) (30-semisextile,1')", 1]
['08:23:44', "(MC,138.317,(r)) (Venus,168.304,(d)) (30-semisextile,1')", 1]
['08:23:52', "(MC,138.351,(r)) (Venus,168.307,(d)) (30-semisextile,3')", 1]
['08:24:00', "(MC,138.385,(r)) (Venus,168.310,(d)) (30-semisextile,5')", 1]
['08:24:08', '', 0]
['08:24:16', '', 0]
['08:24:23', '', 0]
['08:24:31', '', 0]
['08:24:39', '', 0]
['08:24:47', '', 0]
['08:24:56', '', 0]
['08:25:04', '', 0]
['08:25:12', '', 0]
['08:25:20', '', 0]
['08:25:28', '', 0]
['08:25:36', '', 0]
['08:25:44', '', 0]
['08:25:52', "(MC,138.860,(r)) (Mars,168.935,(c)) (30-semisextile,5')", 1]
['08:26:00', "(MC,138.894,(r)) (Mars,168.933,(c)) (30-semisextile,2')", 1]
['08:26:07', "(MC,138.928,(r)) (Mars,168.932,(c)) (30-semisextile,0')", 1]
['08:26:15', "(MC,138.962,(r)) (Mars,168.930,(c)) (30-semisextile,2')", 1]
['08:26:23', "(MC,138.996,(r)) (Mars,168.928,(c)) (30-semisextile,4')", 1]
['08:26:31', '', 0]
['08:26:39', '', 0]
['08:26:47', '', 0]
['08:26:56', '', 0]
['08:27:04', '', 0]
['08:27:12', '', 0]
['08:27:20', '', 0]
['08:27:28', '', 0]
['08:27:36', '', 0]
['08:27:44', '', 0]
['08:27:51', '', 0]
['08:27:59', '', 0]
['08:28:07', '', 0]
['08:28:15', "(Pluto,124.184,(r)) (MC,124.027,(c)) (conjunction,9')", 1]
['08:28:23', "(Pluto,124.184,(r)) (MC,124.059,(c)) (conjunction,7')", 1]
['08:28:31', "(Pluto,124.184,(r)) (MC,124.092,(c)) (conjunction,6')", 1]
['08:28:39', "(Pluto,124.184,(r)) (MC,124.124,(c)) (conjunction,4')", 1]
['08:28:47', "(Pluto,124.184,(r)) (MC,124.157,(c)) (conjunction,2')", 1]
['08:28:56', "(Pluto,124.184,(r)) (MC,124.189,(c)) (conjunction,0')", 1]
['08:29:04', "(Pluto,124.184,(r)) (MC,124.222,(c)) (conjunction,2')", 1]
['08:29:12', "(Pluto,124.184,(r)) (MC,124.254,(c)) (conjunction,4')", 1]
['08:29:20', "(Pluto,124.184,(r)) (MC,124.287,(c)) (conjunction,6')", 1]
['08:29:28', "(Pluto,124.184,(r)) (MC,124.319,(c)) (conjunction,8')", 1]
['08:29:36', "(Pluto,124.184,(r)) (MC,124.352,(c)) (conjunction,10')", 1]
['08:29:44', '', 0]
['08:29:52', '', 0]
['08:30:00', '', 0]
['08:30:08', '', 0]
['08:30:16', '', 0]
['08:30:24', '', 0]
['08:30:32', '', 0]
['08:30:40', '', 0]
['08:30:48', '', 0]
['08:30:56', '', 0]
['08:31:04', '', 0]
['08:31:12', '', 0]
['08:31:20', '', 0]
['08:31:28', '', 0]
['08:31:36', '', 0]
['08:31:44', '', 0]
['08:31:52', '', 0]
['08:32:00', '', 0]
['08:32:08', '', 0]
['08:32:16', "(MC,140.493,(r)) (Pluto,110.573,(c)) (30-semisextile,5')", 1]
['08:32:24', "(MC,140.527,(r)) (Pluto,110.573,(c)) (30-semisextile,3')", 1]
['08:32:32', "(MC,140.561,(r)) (Pluto,110.574,(c)) (30-semisextile,1')", 1]
['08:32:40', "(MC,140.595,(r)) (Pluto,110.574,(c)) (30-semisextile,1')", 1]
['08:32:48', "(MC,140.629,(r)) (Pluto,110.575,(c)) (30-semisextile,3')", 1]
['08:32:56', "(MC,140.663,(r)) (Pluto,110.575,(c)) (30-semisextile,5')", 1]
['08:33:04', '', 0]
['08:33:12', '', 0]
['08:33:20', '', 0]
['08:33:28', '', 0]
['08:33:36', '', 0]
['08:33:44', '', 0]
['08:33:52', '', 0]
['08:34:00', '', 0]
['08:34:08', "(Neptune,176.017,(r)) (ASC,205.943,(c)) (30-semisextile,4')", 1]
['08:34:16', "(Neptune,176.017,(r)) (ASC,205.966,(c)) (30-semisextile,3')", 1]
['08:34:24', "(Neptune,176.017,(r)) (ASC,205.988,(c)) (30-semisextile,2')", 1]
['08:34:31', "(Neptune,176.017,(r)) (ASC,206.011,(c)) (30-semisextile,0')", 1]
['08:34:39', "(Neptune,176.017,(r)) (ASC,206.034,(c)) (30-semisextile,1')", 1]
['08:34:47', "(Neptune,176.017,(r)) (ASC,206.057,(c)) (30-semisextile,2')", 1]
['08:34:56', "(Neptune,176.017,(r)) (ASC,206.080,(c)) (30-semisextile,4')", 1]
['08:35:04', "(Neptune,176.017,(r)) (ASC,206.102,(c)) (30-semisextile,5')", 1]
['08:35:12', '', 0]
['08:35:20', "(Mars,182.423,(r)) (ASC,227.336,(d)) (45-semisquare,5')", 1]
['08:35:28', "(Mars,182.423,(r)) (ASC,227.359,(d)) (45-semisquare,4')", 1]
['08:35:36', "(Mars,182.423,(r)) (ASC,227.382,(d)) (45-semisquare,2')", 1]
['08:35:44', "(Mars,182.423,(r)) (ASC,227.405,(d)) (45-semisquare,1')", 1]
['08:35:52', "(Mars,182.423,(r)) (ASC,227.428,(d)) (45-semisquare,0')", 1]
['08:36:00', "(Mars,182.423,(r)) (ASC,227.451,(d)) (45-semisquare,2')", 1]
['08:36:08', "(Mars,182.423,(r)) (ASC,227.474,(d)) (45-semisquare,3')", 1]
['08:36:15', "(Mars,182.423,(r)) (ASC,227.497,(d)) (45-semisquare,4')", 1]
['08:36:23', '', 0]
['08:36:31', '', 0]
['08:36:39', '', 0]
['08:36:47', '', 0]
['08:36:56', '', 0]
['08:37:04', '', 0]
['08:37:12', '', 0]
['08:37:20', '', 0]
['08:37:28', '', 0]
['08:37:36', '', 0]
['08:37:44', '', 0]
['08:37:52', '', 0]
['08:37:59', '', 0]
['08:38:07', '', 0]
['08:38:15', '', 0]
['08:38:23', "(MC,142.065,(r)) (Saturn,52.144,(d)) (square,5')", 1]
['08:38:31', "(MC,142.099,(r)) (Saturn,52.142,(d)) (square,3')", 1]
['08:38:39', "(MC,142.133,(r)) (Saturn,52.140,(d)) (square,0')", 1]
['08:38:47', "(MC,142.167,(r)) (Saturn,52.139,(d)) (square,2')", 1]
['08:38:56', "(MC,142.202,(r)) (Saturn,52.137,(d)) (square,4')", 1]
['08:39:04', '', 0]
['08:39:12', '', 0]
['08:39:20', '', 0]
['08:39:28', '', 0]
['08:39:36', '', 0]
['08:39:43', '', 0]
['08:39:51', '', 0]
['08:40:00', "(MC,142.476,(r)) (Pluto,142.636,(d)) (conjunction,10')", 1]
['08:40:08', "(MC,142.510,(r)) (Pluto,142.640,(d)) (conjunction,8')", 1]
['08:40:16', "(MC,142.545,(r)) (Pluto,142.644,(d)) (conjunction,6')", 1]
['08:40:24', "(MC,142.579,(r)) (Pluto,142.648,(d)) (conjunction,4')", 1]
['08:40:32', "(MC,142.613,(r)) (Pluto,142.653,(d)) (conjunction,2')", 1]
['08:40:40', "(MC,142.647,(r)) (Pluto,142.657,(d)) (conjunction,1')", 1]
['08:40:48', "(MC,142.682,(r)) (Pluto,142.661,(d)) (conjunction,1')", 1]
['08:40:56', "(MC,142.716,(r)) (Pluto,142.665,(d)) (conjunction,3')", 1]
['08:41:04', "(MC,142.750,(r)) (Pluto,142.669,(d)) (conjunction,5')", 1]
['08:41:12', "(MC,142.785,(r)) (Pluto,142.673,(d)) (conjunction,7')", 1]
['08:41:20', "(MC,142.819,(r)) (Pluto,142.677,(d)) (conjunction,9')", 1]
['08:41:28', "(MC,142.853,(r)) (Pluto,142.681,(d)) (conjunction,10')", 1]
['08:41:36', '', 0]
['08:41:44', '', 0]
['08:41:52', '', 0]
['08:42:00', '', 0]
['08:42:08', '', 0]
['08:42:16', '', 0]
['08:42:24', '', 0]
['08:42:32', '', 0]
['08:42:40', '', 0]
['08:42:48', '', 0]
['08:42:56', '', 0]
['08:43:04', '', 0]
['08:43:12', '', 0]
['08:43:20', '', 0]
['08:43:28', '', 0]
['08:43:36', '', 0]
['08:43:44', "(MC,143.437,(r)) (Mean_Node,203.509,(d)) (sextile,4')", 1]
['08:43:52', "(MC,143.472,(r)) (Mean_Node,203.511,(d)) (sextile,2')", 1]
['08:44:00', "(MC,143.506,(r)) (Mean_Node,203.514,(d)) (sextile,0')", 1]
['08:44:08', "(MC,143.541,(r)) (Mean_Node,203.516,(d)) (sextile,1')", 1]
['08:44:16', "(MC,143.575,(r)) (Mean_Node,203.518,(d)) (sextile,3')", 1]
['08:44:24', "(MC,143.609,(r)) (Mean_Node,203.520,(d)) (sextile,5')", 1]
['08:44:32', '', 0]
['08:44:40', '', 0]
['08:44:47', '', 0]
['08:44:56', '', 0]
['08:45:04', '', 0]
['08:45:12', '', 0]
['08:45:20', '', 0]
['08:45:28', '', 0]
['08:45:36', '', 0]
['08:45:44', '', 0]
['08:45:52', '', 0]
['08:46:00', '', 0]
['08:46:08', '', 0]
['08:46:16', '', 0]
['08:46:24', '', 0]
['08:46:31', '', 0]
['08:46:39', "(Mean_Node,190.602,(r)) (MC,160.543,(d)) (30-semisextile,4')", 1]
['08:46:47', "(Mean_Node,190.602,(r)) (MC,160.578,(d)) (30-semisextile,1')", 1]
['08:46:56', "(Mean_Node,190.602,(r)) (MC,160.614,(d)) (30-semisextile,1')", 1]
['08:47:04', "(Mean_Node,190.602,(r)) (MC,160.650,(d)) (30-semisextile,3')", 1]
['08:47:12', "(Mean_Node,190.602,(r)) (MC,160.686,(d)) (30-semisextile,5')", 1]
['08:47:20', '', 0]
['08:47:28', '', 0]
['08:47:36', '', 0]
['08:47:44', '', 0]
['08:47:52', '', 0]
['08:48:00', '', 0]
['08:48:07', '', 0]
['08:48:15', '', 0]
['08:48:23', '', 0]
['08:48:31', '', 0]
['08:48:39', '', 0]
['08:48:47', '', 0]
['08:48:56', '', 0]
['08:49:04', '', 0]
['08:49:12', '', 0]
['08:49:20', '', 0]
['08:49:28', '', 0]
['08:49:36', '', 0]
['08:49:44', '', 0]
['08:49:51', '', 0]
['08:49:59', '', 0]
['08:50:07', '', 0]
['08:50:15', '', 0]
['08:50:23', '', 0]
['08:50:31', '', 0]
['08:50:39', '', 0]
['08:50:47', "(MC,145.265,(r)) (Neptune,190.339,(d)) (45-semisquare,4')", 1]
['08:50:56', "(MC,145.299,(r)) (Neptune,190.342,(d)) (45-semisquare,3')", 1]
['08:51:04', "(MC,145.334,(r)) (Neptune,190.345,(d)) (45-semisquare,1')", 1]
['08:51:12', "(MC,145.368,(r)) (Neptune,190.348,(d)) (45-semisquare,1')", 1]
['08:51:20', "(MC,145.403,(r)) (Neptune,190.351,(d)) (45-semisquare,3')", 1]
['08:51:28', "(MC,145.437,(r)) (Neptune,190.354,(d)) (45-semisquare,5')", 1]
['08:51:36', "(Moon,299.016,(r)) (ASC,208.929,(c)) (square,5')", 1]
['08:51:44', "(Moon,299.017,(r)) (ASC,208.951,(c)) (square,4')", 1]
['08:51:52', "(Moon,299.019,(r)) (ASC,208.974,(c)) (square,3')", 1]
['08:52:00', "(Moon,299.020,(r)) (ASC,208.997,(c)) (square,1')", 1]
['08:52:08', "(Moon,299.021,(r)) (ASC,209.020,(c)) (square,0')", 1]
['08:52:16', "(Moon,299.022,(r)) (ASC,209.043,(c)) (square,1')\n(MC,145.645,(r)) (Moon,280.729,(c)) (135-sesquisquare,5')", 2]
['08:52:24', "(Moon,299.023,(r)) (ASC,209.065,(c)) (square,3')\n(MC,145.679,(r)) (Moon,280.727,(c)) (135-sesquisquare,3')", 2]
['08:52:32', "(Moon,299.024,(r)) (ASC,209.088,(c)) (square,4')\n(MC,145.714,(r)) (Moon,280.724,(c)) (135-sesquisquare,1')", 2]
['08:52:40', "(Moon,299.026,(r)) (ASC,209.111,(c)) (square,5')\n(MC,145.749,(r)) (Moon,280.722,(c)) (135-sesquisquare,2')", 2]
['08:52:48', "(MC,145.783,(r)) (Moon,280.720,(c)) (135-sesquisquare,4')", 1]
['08:52:56', '', 0]
['08:53:04', '', 0]
['08:53:12', '', 0]
['08:53:20', '', 0]
['08:53:28', '', 0]
['08:53:36', '', 0]
['08:53:44', '', 0]
['08:53:52', '', 0]
['08:54:00', '', 0]
['08:54:08', '', 0]
['08:54:16', '', 0]
['08:54:24', '', 0]
['08:54:32', '', 0]
['08:54:40', "(Mean_Node,190.602,(r)) (MC,130.517,(c)) (sextile,5')", 1]
['08:54:48', "(Mean_Node,190.602,(r)) (MC,130.550,(c)) (sextile,3')", 1]
['08:54:56', "(Mean_Node,190.602,(r)) (MC,130.584,(c)) (sextile,1')", 1]
['08:55:04', "(Mean_Node,190.602,(r)) (MC,130.617,(c)) (sextile,1')", 1]
['08:55:12', "(Mean_Node,190.602,(r)) (MC,130.650,(c)) (sextile,3')", 1]
['08:55:20', "(Mean_Node,190.602,(r)) (MC,130.683,(c)) (sextile,5')", 1]
['08:55:28', '', 0]
['08:55:36', '', 0]
['08:55:44', '', 0]
['08:55:52', '', 0]
['08:56:00', '', 0]
['08:56:08', '', 0]
['08:56:16', '', 0]
['08:56:24', "(Saturn,43.239,(r)) (MC,163.161,(d)) (trine,5')\n(Neptune,176.018,(r)) (MC,130.948,(c)) (45-semisquare,4')", 2]
['08:56:32', "(Saturn,43.239,(r)) (MC,163.197,(d)) (trine,2')\n(Neptune,176.018,(r)) (MC,130.981,(c)) (45-semisquare,2')", 2]
['08:56:39', "(Saturn,43.239,(r)) (MC,163.233,(d)) (trine,0')\n(Neptune,176.018,(r)) (MC,131.014,(c)) (45-semisquare,0')", 2]
['08:56:47', "(Saturn,43.239,(r)) (MC,163.269,(d)) (trine,2')\n(ASC,220.399,(r)) (Neptune,190.475,(d)) (30-semisextile,5')\n(Neptune,176.018,(r)) (MC,131.047,(c)) (45-semisquare,2')", 3]
['08:56:56', "(Saturn,43.239,(r)) (MC,163.305,(d)) (trine,4')\n(ASC,220.422,(r)) (Neptune,190.478,(d)) (30-semisextile,3')\n(Neptune,176.018,(r)) (MC,131.081,(c)) (45-semisquare,4')", 3]
['08:57:04', "(ASC,220.445,(r)) (Neptune,190.481,(d)) (30-semisextile,2')", 1]
['08:57:12', "(ASC,220.468,(r)) (Neptune,190.484,(d)) (30-semisextile,1')", 1]
['08:57:20', "(ASC,220.490,(r)) (Neptune,190.487,(d)) (30-semisextile,0')", 1]
['08:57:28', "(ASC,220.513,(r)) (Neptune,190.491,(d)) (30-semisextile,1')", 1]
['08:57:36', "(ASC,220.536,(r)) (Neptune,190.494,(d)) (30-semisextile,3')", 1]
['08:57:44', "(ASC,220.559,(r)) (Neptune,190.497,(d)) (30-semisextile,4')\n(ASC,220.559,(r)) (Moon,280.640,(c)) (sextile,5')", 2]
['08:57:52', "(ASC,220.582,(r)) (Neptune,190.500,(d)) (30-semisextile,5')\n(ASC,220.582,(r)) (Moon,280.637,(c)) (sextile,3')", 2]
['08:58:00', "(ASC,220.604,(r)) (Moon,280.635,(c)) (sextile,2')", 1]
['08:58:08', "(ASC,220.627,(r)) (Moon,280.633,(c)) (sextile,0')", 1]
['08:58:16', "(ASC,220.650,(r)) (Moon,280.631,(c)) (sextile,1')", 1]
['08:58:23', "(ASC,220.673,(r)) (Moon,280.629,(c)) (sextile,3')", 1]
['08:58:31', "(MC,147.274,(r)) (Mean_Node,177.366,(c)) (30-semisextile,5')\n(ASC,220.695,(r)) (Moon,280.627,(c)) (sextile,4')", 2]
['08:58:39', "(MC,147.309,(r)) (Mean_Node,177.364,(c)) (30-semisextile,3')", 1]
['08:58:47', "(MC,147.344,(r)) (Mean_Node,177.361,(c)) (30-semisextile,1')", 1]
['08:58:56', "(MC,147.379,(r)) (Mean_Node,177.359,(c)) (30-semisextile,1')", 1]
['08:59:04', "(MC,147.413,(r)) (Mean_Node,177.356,(c)) (30-semisextile,3')", 1]
['08:59:12', '', 0]
['08:59:20', '', 0]
['08:59:28', '', 0]
['08:59:36', "(Moon,299.087,(r)) (MC,164.025,(d)) (135-sesquisquare,4')", 1]
['08:59:44', "(Moon,299.088,(r)) (MC,164.061,(d)) (135-sesquisquare,2')", 1]
['08:59:52', "(Moon,299.089,(r)) (MC,164.097,(d)) (135-sesquisquare,0')", 1]
['09:00:00', "(Moon,299.090,(r)) (MC,164.133,(d)) (135-sesquisquare,3')", 1]
['09:00:07', "(Moon,299.091,(r)) (MC,164.169,(d)) (135-sesquisquare,5')", 1]
['09:00:15', '', 0]
['09:00:23', '', 0]
['09:00:31', '', 0]
['09:00:39', '', 0]
['09:00:47', '', 0]
['09:00:56', '', 0]
['09:01:04', '', 0]
['09:01:12', '', 0]
['09:01:20', '', 0]
['09:01:28', '', 0]
['09:01:36', '', 0]
['09:01:43', '', 0]
['09:01:51', '', 0]
['09:01:59', '', 0]
['09:02:07', '', 0]
['09:02:15', '', 0]
['09:02:23', '', 0]
['09:02:31', '', 0]
['09:02:39', '', 0]
['09:02:47', '', 0]
['09:02:56', '', 0]
['09:03:04', '', 0]
['09:03:12', "(ASC,221.493,(r)) (Neptune,161.577,(c)) (sextile,5')", 1]
['09:03:20', "(ASC,221.516,(r)) (Neptune,161.575,(c)) (sextile,4')", 1]
['09:03:27', "(ASC,221.539,(r)) (Neptune,161.573,(c)) (sextile,2')", 1]
['09:03:35', "(ASC,221.561,(r)) (Neptune,161.571,(c)) (sextile,1')", 1]
['09:03:43', "(ASC,221.584,(r)) (Neptune,161.569,(c)) (sextile,1')", 1]
['09:03:51', "(ASC,221.607,(r)) (Neptune,161.567,(c)) (sextile,2')", 1]
['09:03:59', "(ASC,221.630,(r)) (Neptune,161.565,(c)) (sextile,4')", 1]
['09:04:07', "(ASC,221.652,(r)) (Neptune,161.563,(c)) (sextile,5')", 1]
['09:04:15', '', 0]
['09:04:23', '', 0]
['09:04:31', '', 0]
['09:04:39', '', 0]
['09:04:47', '', 0]
['09:04:56', '', 0]
['09:05:04', '', 0]
['09:05:11', '', 0]
['09:05:19', "(Saturn,43.239,(r)) (MC,133.176,(c)) (square,4')", 1]
['09:05:27', "(Saturn,43.239,(r)) (MC,133.209,(c)) (square,2')", 1]
['09:05:35', "(Saturn,43.238,(r)) (MC,133.243,(c)) (square,0')", 1]
['09:05:43', "(Saturn,43.238,(r)) (MC,133.276,(c)) (square,2')", 1]
['09:05:51', "(Saturn,43.238,(r)) (MC,133.309,(c)) (square,4')", 1]
['09:06:00', '', 0]
['09:06:08', '', 0]
['09:06:16', '', 0]
['09:06:24', '', 0]
['09:06:32', '', 0]
['09:06:40', '', 0]
['09:06:47', '', 0]
['09:06:56', "(ASC,222.131,(r)) (Mean_Node,177.213,(c)) (45-semisquare,5')", 1]
['09:07:04', "(ASC,222.154,(r)) (Mean_Node,177.211,(c)) (45-semisquare,3')", 1]
['09:07:12', "(ASC,222.177,(r)) (Mean_Node,177.208,(c)) (45-semisquare,2')", 1]
['09:07:20', "(ASC,222.200,(r)) (Mean_Node,177.206,(c)) (45-semisquare,0')", 1]
['09:07:28', "(ASC,222.222,(r)) (Mean_Node,177.204,(c)) (45-semisquare,1')", 1]
['09:07:36', "(ASC,222.245,(r)) (Mean_Node,177.201,(c)) (45-semisquare,3')", 1]
['09:07:44', "(ASC,222.268,(r)) (Mean_Node,177.199,(c)) (45-semisquare,4')", 1]
['09:07:52', '', 0]
['09:08:00', '', 0]
['09:08:08', '', 0]
['09:08:16', '', 0]
['09:08:24', '', 0]
['09:08:31', '', 0]
['09:08:39', '', 0]
['09:08:47', '', 0]
['09:08:56', '', 0]
['09:09:04', '', 0]
['09:09:12', '', 0]
['09:09:20', "(ASC,222.542,(r)) (Moon,312.628,(d)) (square,5')", 1]
['09:09:28', "(ASC,222.564,(r)) (Moon,312.628,(d)) (square,4')", 1]
['09:09:36', "(ASC,222.587,(r)) (Moon,312.629,(d)) (square,3')", 1]
['09:09:44', "(ASC,222.610,(r)) (Moon,312.629,(d)) (square,1')", 1]
['09:09:52', "(ASC,222.633,(r)) (Moon,312.630,(d)) (square,0')", 1]
['09:10:00', "(ASC,222.656,(r)) (Moon,312.630,(d)) (square,2')", 1]
['09:10:08', "(ASC,222.678,(r)) (Moon,312.631,(d)) (square,3')", 1]
['09:10:15', "(ASC,222.701,(r)) (Moon,312.631,(d)) (square,4')", 1]
['09:10:23', "(ASC,222.724,(r)) (Moon,312.632,(d)) (square,6')", 1]
['09:10:31', '', 0]
['09:10:39', "(MC,150.449,(r)) (Saturn,30.522,(c)) (trine,4')", 1]
['09:10:47', "(MC,150.484,(r)) (Saturn,30.521,(c)) (trine,2')", 1]
['09:10:56', "(MC,150.519,(r)) (Saturn,30.520,(c)) (trine,0')", 1]
['09:11:04', "(MC,150.554,(r)) (Saturn,30.519,(c)) (trine,2')", 1]
['09:11:12', "(MC,150.590,(r)) (Saturn,30.518,(c)) (trine,4')", 1]
['09:11:20', '', 0]
['09:11:28', '', 0]
['09:11:36', '', 0]
['09:11:44', "(Mars,182.439,(r)) (ASC,212.367,(c)) (30-semisextile,4')", 1]
['09:11:52', "(Mars,182.439,(r)) (ASC,212.390,(c)) (30-semisextile,3')", 1]
['09:11:59', "(Mars,182.439,(r)) (ASC,212.412,(c)) (30-semisextile,2')", 1]
['09:12:07', "(Mars,182.440,(r)) (ASC,212.435,(c)) (30-semisextile,0')", 1]
['09:12:15', "(Mars,182.440,(r)) (ASC,212.458,(c)) (30-semisextile,1')", 1]
['09:12:23', "(Mars,182.440,(r)) (ASC,212.481,(c)) (30-semisextile,2')", 1]
['09:12:31', "(Mars,182.440,(r)) (ASC,212.503,(c)) (30-semisextile,4')", 1]
['09:12:39', "(Mars,182.440,(r)) (ASC,212.526,(c)) (30-semisextile,5')", 1]
['09:12:47', '', 0]
['09:12:56', '', 0]
['09:13:04', '', 0]
['09:13:12', '', 0]
['09:13:20', '', 0]
['09:13:28', '', 0]
['09:13:35', '', 0]
['09:13:43', '', 0]
['09:13:51', '', 0]
['09:13:59', "(Venus,152.825,(r)) (ASC,212.754,(c)) (sextile,4')", 1]
['09:14:07', "(Venus,152.825,(r)) (ASC,212.777,(c)) (sextile,3')", 1]
['09:14:15', "(Venus,152.825,(r)) (ASC,212.799,(c)) (sextile,2')", 1]
['09:14:23', "(Venus,152.825,(r)) (ASC,212.822,(c)) (sextile,0')", 1]
['09:14:31', "(Venus,152.826,(r)) (ASC,212.845,(c)) (sextile,1')", 1]
['09:14:39', "(Venus,152.826,(r)) (ASC,212.868,(c)) (sextile,3')", 1]
['09:14:47', "(Venus,152.826,(r)) (ASC,212.890,(c)) (sextile,4')", 1]
['09:14:56', "(MC,151.572,(r)) (Mars,196.646,(d)) (45-semisquare,4')\n(Venus,152.826,(r)) (ASC,212.913,(c)) (sextile,5')", 2]
['09:15:04', "(MC,151.607,(r)) (Mars,196.649,(d)) (45-semisquare,3')", 1]
['09:15:12', "(MC,151.642,(r)) (Mars,196.652,(d)) (45-semisquare,1')", 1]
['09:15:19', "(MC,151.677,(r)) (Mars,196.655,(d)) (45-semisquare,1')", 1]
['09:15:27', "(MC,151.712,(r)) (Mars,196.658,(d)) (45-semisquare,3')", 1]
['09:15:35', "(MC,151.748,(r)) (Mars,196.661,(d)) (45-semisquare,5')", 1]
['09:15:43', '', 0]
['09:15:51', '', 0]
['09:15:59', '', 0]
['09:16:07', '', 0]
['09:16:15', '', 0]
['09:16:23', '', 0]
['09:16:31', '', 0]
['09:16:39', '', 0]
['09:16:47', '', 0]
['09:16:56', '', 0]
['09:17:04', '', 0]
['09:17:12', '', 0]
['09:17:20', '', 0]
['09:17:28', '', 0]
['09:17:36', '', 0]
['09:17:44', '', 0]
['09:17:52', '', 0]
['09:18:00', '', 0]
['09:18:08', '', 0]
['09:18:16', '', 0]
['09:18:24', "(Pluto,124.184,(r)) (MC,169.117,(d)) (45-semisquare,4')", 1]
['09:18:32', "(Pluto,124.184,(r)) (MC,169.154,(d)) (45-semisquare,2')", 1]
['09:18:40', "(Pluto,124.184,(r)) (MC,169.190,(d)) (45-semisquare,0')", 1]
['09:18:47', "(Pluto,124.184,(r)) (MC,169.226,(d)) (45-semisquare,2')", 1]
['09:18:56', "(Pluto,124.184,(r)) (MC,169.262,(d)) (45-semisquare,5')", 1]
['09:19:04', '', 0]
['09:19:12', '', 0]
['09:19:20', '', 0]
['09:19:28', '', 0]
['09:19:36', '', 0]
['09:19:44', '', 0]
['09:19:52', '', 0]
['09:20:00', '', 0]
['09:20:08', '', 0]
['09:20:16', '', 0]
['09:20:23', '', 0]
['09:20:31', '', 0]
['09:20:39', '', 0]
['09:20:47', '', 0]
['09:20:56', '', 0]
['09:21:04', '', 0]
['09:21:12', '', 0]
['09:21:20', '', 0]
['09:21:28', '', 0]
['09:21:36', '', 0]
['09:21:44', '', 0]
['09:21:52', "(Pluto,124.184,(r)) (ASC,214.096,(c)) (square,5')", 1]
['09:22:00', "(Mars,182.444,(r)) (MC,137.373,(c)) (45-semisquare,4')\n(Pluto,124.184,(r)) (ASC,214.119,(c)) (square,4')", 2]
['09:22:07', "(Mars,182.444,(r)) (MC,137.407,(c)) (45-semisquare,2')\n(Pluto,124.184,(r)) (ASC,214.142,(c)) (square,3')", 2]
