['Time', '0: 1949-08-15', '1: 1952-01-21', '2: 1953-04-18', '3: 1953-06-25', '4: 1953-09-12', '5: 1956-08-23', '6: 1957-08-03', '7: 1957-11-27', '8: 1958-11-04', '9: 1960-11-25', '10: 1963-08-07', '11: 1963-08-09', '12: 1963-11-22', '13: 1964-06-15', '14: 1957-11-15', '15: 1968-03-15', '16: 1968-06-05', '17: 1968-10-20', '18: 1975-03-15', '19: 1994-05-20', 'Count']
['1929-07-27 20:05:36', '0', '1', '2', "(Mercury,120.431,(r)) (H5,0.433,(c)) (trine,0.09')", "(Mean_Node,47.260,(r)) (H7,47.337,(c)) (conjunction,4.61')", '5', '6', '7', '8', '9', '10', '11', '12', "(Mercury,120.431,(r)) (H10,210.514,(d)) (square,4.96')", '14', '15', '16', '17', "(Neptune,150.108,(r)) (H8,150.231,(d)) (conjunction,7.41')", "(Neptune,150.108,(r)) (H10,240.079,(d)) (square,1.76')", 5]
['1929-07-27 20:05:43', '0', '1', '2', "(Mercury,120.431,(r)) (H5,0.465,(c)) (trine,2.02')", "(Mean_Node,47.260,(r)) (H7,47.363,(c)) (conjunction,6.18')", '5', '6', '7', '8', '9', '10', '11', '12', '13', '14', '15', '16', '17', "(Neptune,150.108,(r)) (H8,150.277,(d)) (conjunction,10.12')", "(Neptune,150.108,(r)) (H10,240.111,(d)) (square,0.16')", 4]
['1929-07-27 20:05:51', '0', '1', '2', "(Mercury,120.432,(r)) (H5,0.497,(c)) (trine,3.95')", "(Mean_Node,47.260,(r)) (H7,47.389,(c)) (conjunction,7.74')", '5', '6', '7', '8', '9', '10', '11', '12', '13', '14', '15', '16', '17', '18', "(Neptune,150.108,(r)) (H10,240.143,(d)) (square,2.09')", 3]
['1929-07-27 20:06:00', '0', '1', '2', '3', "(Mean_Node,47.260,(r)) (H7,47.415,(c)) (conjunction,9.31')", '5', '6', '7', '8', '9', '10', '11', '12', '13', '14', '15', '16', '17', '18', "(Neptune,150.108,(r)) (H10,240.175,(d)) (square,4.01')", 2]
['1929-07-27 20:06:08', '0', '1', '2', '3', "(Mercury,120.432,(r)) (H5,0.356,(c)) (trine,4.58')", '5', '6', '7', '8', '9', '10', '11', '12', '13', '14', '15', '16', '17', '18', '19', 1]
['1929-07-27 20:06:16', '0', '1', '2', '3', "(Mercury,120.432,(r)) (H5,0.388,(c)) (trine,2.65')", '5', '6', '7', '8', '9', '10', '11', '12', '13', '14', '15', '16', '17', '18', '19', 1]
['1929-07-27 20:06:24', '0', '1', '2', '3', "(Mercury,120.432,(r)) (H5,0.420,(c)) (trine,0.72')", '5', '6', '7', '8', '9', '10', '11', '12', '13', '14', '15', '16', '17', '18', '19', 1]
['1929-07-27 20:06:32', '0', '1', '2', '3', "(Mercury,120.433,(r)) (H5,0.453,(c)) (trine,1.21')", '5', '6', '7', '8', '9', '10', '11', '12', '13', '14', '15', '16', '17', '18', '19', 1]
['1929-07-27 20:06:40', '0', '1', '2', '3', "(Mercury,120.433,(r)) (H5,0.485,(c)) (trine,3.14')", '5', "(Mars,164.249,(r)) (H8,74.172,(c)) (square,4.63')", '7', "(Mean_Node,47.260,(r)) (H3,287.174,(c)) (trine,5.16')", '9', '10', '11', '12', '13', '14', '15', '16', '17', '18', '19', 3]
['1929-07-27 20:06:48', '0', "(Mars,164.249,(r)) (H5,44.164,(d)) (trine,5.08')", '2', '3', "(Mercury,120.433,(r)) (H5,0.518,(c)) (trine,5.07')", '5', "(Mars,164.249,(r)) (H8,74.200,(c)) (square,2.90')", '7', "(Mean_Node,47.260,(r)) (H3,287.207,(c)) (trine,3.21')", '9', '10', '11', '12', '13', '14', '15', '16', '17', '18', '19', 4]
['1929-07-27 20:06:56', '0', "(Mars,164.249,(r)) (H5,44.195,(d)) (trine,3.24')", '2', '3', '4', '5', "(Mars,164.249,(r)) (H8,74.229,(c)) (square,1.17')", '7', "(Mean_Node,47.260,(r)) (H3,287.239,(c)) (trine,1.26')", '9', '10', '11', '12', '13', '14', '15', '16', '17', '18', '19', 3]
['1929-07-27 20:07:04', '0', "(Mars,164.249,(r)) (H5,44.226,(d)) (trine,1.39')", '2', '3', '4', '5', "(Mars,164.249,(r)) (H8,74.258,(c)) (square,0.56')", '7', "(Mean_Node,47.260,(r)) (H3,287.272,(c)) (trine,0.69')", '9', '10', '11', '12', '13', '14', '15', '16', '17', '18', '19', 3]
