['Time', '0: 2017-01-31', '1: 2018-10-10', '2: 2018-04-15', '3: 2018-01-28', '4: 2016-10-05', '5: 2016-01-28', '6: 2015-11-04', '7: 2015-03-27', '8: 2015-03-16', '9: 2011-12-07', 'Count']
['2000-03-11 11:33:52', '0', "(H10,11.901,(r)) (Sun,12.046,(d)) (conjunction,8.71')\n(H10,11.901,(r)) (Mercury,311.990,(c)) (sextile,5.35')", '2', '3', "(H3,157.849,(r)) (Uranus,337.907,(d)) (opposition,3.45')", '5', '6', "(Uranus,318.707,(r)) (POF,138.638,(c)) (opposition,4.14')\n(H10,11.901,(r)) (Venus,311.897,(c)) (sextile,0.25')", "(Uranus,318.707,(r)) (POF,138.670,(c)) (opposition,2.22')\n(H10,11.901,(r)) (Venus,311.928,(c)) (sextile,1.64')", "(Sun,351.204,(r)) (H9,351.231,(d)) (conjunction,1.66')", 8]
['2000-03-11 10:49:43', '0', "(H10,359.869,(r)) (Uranus,299.929,(c)) (sextile,3.61')", '2', "(Jupiter,34.738,(r)) (H1,94.824,(d)) (sextile,5.14')", "(H1,78.831,(r)) (Jupiter,18.878,(c)) (sextile,2.83')", '5', '6', '7', '8', '9', 3]
['2000-03-11 10:03:43', '0', "(H1,68.753,(r)) (Venus,308.769,(c)) (trine,0.96')\n(H3,133.029,(r)) (Mercury,313.131,(c)) (opposition,6.10')", '2', "(Mercury,333.403,(r)) (POF,153.517,(d)) (opposition,6.85')\n(H10,347.333,(r)) (Venus,347.410,(d)) (conjunction,4.62')", "(H1,68.753,(r)) (Sun,8.777,(d)) (sextile,1.44')", '5', '6', "(H1,68.753,(r)) (Moon,68.917,(d)) (conjunction,9.85')", "(H1,68.753,(r)) (Moon,68.891,(d)) (conjunction,8.28')", '9', 7]
['2000-03-11 07:56:31', "(Moon,55.436,(r)) (H1,55.610,(d)) (conjunction,10.48')", '1', '2', '3', "(Moon,55.436,(r)) (H1,55.336,(d)) (conjunction,5.98')", '5', '6', "(H3,101.483,(r)) (Moon,41.527,(c)) (sextile,2.64')", "(H3,101.483,(r)) (Moon,41.553,(c)) (sextile,4.22')", '9', 4]
['2000-03-11 07:37:11', "(H10,309.181,(r)) (Moon,69.194,(d)) (trine,0.84')", '1', "(Venus,327.324,(r)) (H10,327.247,(d)) (conjunction,4.60')", "(H3,96.958,(r)) (Uranus,336.889,(d)) (trine,4.14')", '4', '5', '6', "(Sun,351.040,(r)) (H3,110.981,(d)) (trine,3.52')", "(Sun,351.040,(r)) (H3,110.952,(d)) (trine,5.24')", '9', 5]
['2000-03-11 09:00:31', '0', '1', '2', '3', '4', '5', '6', '7', '8', '9', 0]
['2000-03-11 13:36:31', '0', "(H3,193.671,(r)) (Sun,13.787,(d)) (opposition,6.96')", '2', '3', '4', "(H10,44.154,(r)) (Moon,44.291,(c)) (conjunction,8.21')", "(H3,193.671,(r)) (Moon,73.621,(d)) (trine,3.04')", "(Moon,58.744,(r)) (H10,58.750,(d)) (conjunction,0.41')", "(Moon,58.744,(r)) (H10,58.722,(d)) (conjunction,1.30')", '9', 5]
['2000-03-11 06:31:28', '0', '1', '2', '3', '4', '5', '6', '7', '8', '9', 0]
['2000-03-11 05:44:40', '0', "(Moon,54.154,(r)) (H3,54.254,(c)) (conjunction,5.96')", '2', "(Venus,327.227,(r)) (H3,87.215,(d)) (trine,0.76')", "(Venus,327.227,(r)) (H10,267.313,(c)) (sextile,5.15')\n(H1,12.028,(r)) (Venus,311.961,(c)) (sextile,4.06')", '5', "(H10,282.334,(r)) (Venus,342.262,(d)) (sextile,4.32')", '7', '8', '9', 5]
['2000-03-11 13:19:04', '0', "(H1,114.394,(r)) (Mercury,354.416,(d)) (trine,1.30')", '2', '3', '4', '5', '6', "(Sun,351.277,(r)) (H3,171.201,(c)) (opposition,4.52')", "(Sun,351.277,(r)) (H3,171.236,(c)) (opposition,2.44')", '9', 3]
